Segmented Element,POS
物質,Na
萃取,Na
中,Ng
常,D
用,VC
的,DE
萃取劑,Na
，,SHI
是,SHI
指,VC
能,D
與,P
被,P
萃取物,Na
有,V_2
化學,Na
結合,VH
，,PERIODCATEGORY
生成,VG
的,DE
 ,FW
萃合物,Na
能,D
溶於,VJ
有,V_2
機相,Na
的,DE
有機,A
試劑,Na
。,PERIODCATEGORY
萃取劑,Na
可,D
分成,VG
﹕,COLONCATEGORY
（,PARENTHESISCATEGORY
1,Neu
）,PARENTHESISCATEGORY
酸性,Na
萃取劑,Na
，,COMMACATEGORY
如,P
有,V_2
機 ,Na
磷酸,Na
、,PAUSECATEGORY
環烷酸,Na
、,PAUSECATEGORY
乙醯,Na
丙,Neu
酮,Na
、,PAUSECATEGORY
8,Neu
－,FW
羥基,Na
喹,FW
啉,FW
﹔,FW
（,PARENTHESISCATEGORY
2,Neu
）,PARENTHESISCATEGORY
中性,Na
萃取劑,Na
，,COMMACATEGORY
如,P
中性,Na
磷酸酯,Na
、,PAUSECATEGORY
 ,Na
亞,Na
砜,FW
冠,Na
醚,Na
﹔,FW
（,PARENTHESISCATEGORY
3,Neu
）,PARENTHESISCATEGORY
離子,Na
締合,VC
萃取劑,Na
，,COMMACATEGORY
或,Caa
稱,VG
鹼性,Na
萃取劑,Na
，,SHI
如,P
高分子,Na
胺,Na
、,PAUSECATEGORY
季銨,Na
鹽,Na
。,PERIODCATEGORY
 ,FW
按照,P
萃取,VC
錯合物,Na
的,DE
生成,Nv
機理,Na
不同,VH
，,SHI
無,VJ
機物,Na
萃取,VC
體系,Na
一般,D
分成,VG
三,Neu
類,Na
﹕,FW
 ,Na
 ,Na
 ,Na
（,PARENTHESISCATEGORY
1,Neu
）,PARENTHESISCATEGORY
螯合物,Na
萃取,VC
 ,Na
 ,Na
 ,Na
這,Nep
是,SHI
一,Neu
類,Na
由,P
螯合劑,Na
與,Caa
欲,Na
萃取,VC
的,DE
離子,Na
形成,VG
穩定,VH
的,DE
螯合物,Na
、,PAUSECATEGORY
而,Cbb
被,P
有機溶劑,Na
 ,Na
萃取,VC
的,DE
體系,Na
。,PERIODCATEGORY
螯合劑,Na
多,D
是,SHI
一些,Neqa
弱,VH
的,DE
有機,A
一,Neu
元,Nf
酸,Na
，,COMMACATEGORY
屬於,VG
酸性,Na
萃取劑,Na
。,PERIODCATEGORY
螯合劑,Na
 分子,Na
具有,VJ
能,D
與,P
金屬,Na
離子,Na
形成,VG
電價鍵,Na
的,DE
帶電,Na
功能基,Na
和能,Na
與,Caa
金屬,Na
離子,Na
形成,VG
配,VC
 位鍵,Na
的,DE
給,VD
電子,Na
功能基,Na
。,PERIODCATEGORY
例,Na
如,P
羥基,Na
─,DASHCATEGORY
OH,FW
、,PAUSECATEGORY
羧基,Na
─,DASHCATEGORY
COOH,FW
、,PAUSECATEGORY
磺酸基,Na
─,DASHCATEGORY
SO3H,FW
、,PAUSECATEGORY
肟 基,Nb
 ,FW
NOH,FW
、,PAUSECATEGORY
亞胺基,Na
 ,FW
NH,FW
、,PAUSECATEGORY
胇基,Na
─,DASHCATEGORY
SH,FW
、,PAUSECATEGORY
磷酸基,Na
─,DASHCATEGORY
PO,FW
3,Neu
H2,Na
 等,Na
是,SHI
典型,VH
的,DE
帶電,Na
功能,Na
 基,Na
﹔,FW
氧基,Na
 O,Na
、,PAUSECATEGORY
氮基,Na
 K N,ORG
、,PAUSECATEGORY
硫基,Na
 ,Na
S ,Na
是,SHI
典型,VH
的,DE
給,VD
電子,Na
功能基,Na
。,PERIODCATEGORY
金屬,Na
離子,Na
與,Caa
 ,Na
以上,Ncd
兩種,Na
功能基,Na
成,VG
鍵,Na
，,SHI
生成,VH
穩定,VH
的,DE
具有,VJ
環狀,Na
結構,Na
(,PARENTHESISCATEGORY
一般,A
是,SHI
五,Neu
元,Nf
或,Caa
六元環,Na
),PARENTHESISCATEGORY
的,DE
 可萃物,Na
。,PERIODCATEGORY
金屬,Na
離子,Na
 ,FW
M,FW
 ,FW
與,Caa
螯合劑,Na
 ,FW
HA,FW
 ,FW
的,DE
萃取,Nv
反應,Na
為,VG
﹕,FW
 ,FW
  Mn+ + nHA(o) ←→ MAn,FW
(,PARENTHESISCATEGORY
o) +,FW
 nH+   n (o)  (o) ex ] HA,FW
 ][ M [  ] H [ ] MAn,FW
 [ K  + ,ORG
=,FW
   ,ORG
 式,Na
中 ,Na
Kex,FW
 ,Na
稱為,VG
萃取,VC
平衡,VH
常數,Na
，,SHI
由,P
分配,VC
比,P
的,DE
定義,Na
 ,Na
D,FW
 ,FW
=,FW
 ,FW
[,PARENTHESISCATEGORY
MAn,FW
],PARENTHESISCATEGORY
(,PARENTHESISCATEGORY
o)/[M,FW
],PARENTHESISCATEGORY
，,COMMACATEGORY
可以,D
 ,VC
導出,VC
﹕,FW
 ,FW
 ,FW
 lgD,FW
 ,FW
＝,FW
 ,FW
lgKex + nlg[HA](o) + npH,FW
 ,FW
 ,FW
 ,FW
由,P
上式可見,VH
，,COMMACATEGORY
分配,VC
比,P
依賴,VK
於,P
有機,A
相中,Na
螯合劑,Na
的,DE
濃度,Na
和,Caa
水相,Na
的,DE
 ,FW
pH,FW
 值,Na
。,PERIODCATEGORY
 ,FW
高價,Na
離子,Na
(,PARENTHESISCATEGORY
n,FW
 值,Na
大,VH
),PARENTHESISCATEGORY
的,DE
萃取,VC
率,Na
比,P
低價,VH
離子,Na
(,PARENTHESISCATEGORY
n,FW
 值,Na
小,VH
),PARENTHESISCATEGORY
的,DE
萃取,VC
率,Na
高,VH
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
-,DASHCATEGORY
 ,FW
86,Neu
 ,FW
-,FW
 ,FW
 ,FW
（,PARENTHESISCATEGORY
2,Neu
）,PARENTHESISCATEGORY
離子,Na
締合,VC
萃取,VC
 ,FW
 ,FW
 ,FW
這,Nep
是,SHI
一,Neu
類,VC
由,P
金屬,Na
錯合,Na
陰,VH
離子,Na
與,Caa
大,VH
體積,Na
的,DE
有機,A
陽離子,Na
締合,VC
、,Caa
形成,VG
離子,Na
 對,Na
，,PERIODCATEGORY
而,Cbb
被,P
有機,A
溶劑,Na
萃取,VC
的,DE
體系,Na
。,PERIODCATEGORY
其中,Nep
以,P
形成,VG
溶劑,Na
配位,Nv
化,VH
合物,Na
萃取,VC
和,Caa
高分子,Na
 胺,Na
萃取,VC
最為,Dfa
重要,VH
。,PERIODCATEGORY
金屬,Na
離子,Na
以,P
錯合,VH
陽,Na
離子,Na
形式,Na
萃取,VC
，,COMMACATEGORY
也,D
屬於,VG
離子,Na
締合,VH
萃取,VC
 ,FW
體系,Na
，,COMMACATEGORY
但,Cbb
應用,Na
較少,VH
。,PERIODCATEGORY
磷酸,Na
三丁酯,Na
 ,FW
(,PARENTHESISCATEGORY
TBP,FW
),PARENTHESISCATEGORY
對,P
硝酸鹽,Na
的,DE
萃取,Nv
是,SHI
典型,VH
的,DE
溶劑,Na
締合,VC
萃取,VC
，,COMMACATEGORY
其,Nep
萃取,VC
反,VC
 ,FW
應為,VG
﹕,FW
   Mn+ + nNO3,FW
 ,FW
－,FW
 + sTBP ←→ M(NO3)n․sTBP(o)   s (o) n 3  (o) n 3 ex ] TBP,FW
 [ ] NO ][ M [  ] sTBP ) M(NO [ K − ⋅ =    ,ORG
由,P
分配,VC
比,P
 D,FW
 ,FW
＝,FW
 Kex [M(NO3)n．TBP](o)/[M,FW
],PARENTHESISCATEGORY
可以,D
導出,VC
﹕,FW
 ,FW
  lgD,FW
 ,FW
＝,FW
 lgKex +,FW
 nlg[NO3 －]  + slg[TBP,FW
],PARENTHESISCATEGORY
(,PARENTHESISCATEGORY
),PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
由,P
上式,A
可見,VH
，,COMMACATEGORY
鹽析劑,Na
的,DE
性質,Na
、,PAUSECATEGORY
萃取劑,Na
的,DE
濃度都,Na
會,D
改變,VC
分配比,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
高分子,Na
胺,Na
萃取,VC
金屬,Na
錯合,Na
陰離子,Na
的,DE
機理,Na
比較,Dfa
複雜,VH
，,COMMACATEGORY
一般,D
認為,VE
在,P
有機相,Na
中,Ng
 ,Na
的,DE
胺鹽,Na
與,Caa
水相,Na
中,Ng
的,DE
金屬,Na
錯合,Na
陰離子,Na
進行,VA
陰離子,Na
交換,Nv
，,COMMACATEGORY
形成,VG
離子,Na
締合物,Na
而,Cbb
被,P
 ,Na
有,V_2
機溶劑,Na
萃取,VC
。,PERIODCATEGORY
在,P
酸性,Na
溶液,Na
中,Ng
，,COMMACATEGORY
高分子,Na
胺,Na
對,P
金屬,Na
離子,Na
的,DE
萃取,Nv
反應,Na
為,VG
﹕,FW
 ,FW
  R3N(o,FW
),PARENTHESISCATEGORY
 + H3O++ A+,FW
←→ R3NH+A,FW
 ,FW
－,FW
 ,FW
(,PARENTHESISCATEGORY
o) + H2O   R3NH+A,FW
 ,FW
－,FW
 ,FW
(,PARENTHESISCATEGORY
o,FW
),PARENTHESISCATEGORY
 ,FW
+,FW
 B,FW
 ,FW
－,FW
←→ R3NH+B,FW
 ,FW
－,FW
 ,FW
(,PARENTHESISCATEGORY
o,FW
),PARENTHESISCATEGORY
 ,FW
+,FW
 ,FW
A,FW
 ,FW
－,FW
 ,FW
  式,Na
中,Ng
 ,Na
A,FW
 ,Na
代表,Na
酸根,Na
離子,Na
，,SHI
B,FW
 ,FW
代表,Na
金屬,Na
錯合,VH
陰,Na
離子,Na
。,PERIODCATEGORY
與,P
螯合,Na
萃取,VC
體系,Na
相比,VA
，,COMMACATEGORY
 ,FW
離子,Na
締合,VC
萃取,VC
體系,Na
對,P
溶劑,Na
的,DE
依賴性,Na
很,Dfa
強,VH
。,PERIODCATEGORY
溶劑,Na
的,DE
極性,Na
變化,Na
常常,D
會,D
引起,VC
離子,Na
 對,VH
的,DE
解離,VH
或,Caa
聚集,Na
，,COMMACATEGORY
使,VL
萃取,VC
率降低,VH
。,PERIODCATEGORY
（,PARENTHESISCATEGORY
3,Neu
）,PARENTHESISCATEGORY
溶劑,Na
化,VG
萃取,VC
 ,FW
 ,FW
 ,FW
 ,FW
含,VC
氧,Na
萃取劑,Na
和,Caa
中性,Na
磷,Na
萃取劑,Na
，,COMMACATEGORY
利用,VC
其,Nep
連接,VH
的,DE
 ,FW
H,FW
 ,FW
原子,Na
所,D
具有,VJ
的,DE
電子,Na
受,VJ
體 ,Na
特徵,Na
，,COMMACATEGORY
通過,VC
溶劑,Na
化,VC
萃取,VC
屬,VG
中性,Na
分子,Na
。,PERIODCATEGORY
中性,Na
有機,Na
磷 ,Na
R3PO,FW
4,Neu
 ,Na
是,SHI
近,Nes
年,Nf
來,VC
 ,Na
CYTEC,FW
 ,FW
 Canada,FW
 Inc.,FW
開發出,VC
的,DE
一,Neu
種,Nf
直鏈,Na
三烷基,Na
氧化,Na
磷,VH
混合物,Na
，,SHI
具有,VJ
不易,Na
水解,Na
、,PAUSECATEGORY
在,P
水 ,Na
中,Ng
溶解,VC
度,Na
小,VH
、,PAUSECATEGORY
萃取,VC
容量,Na
高,VH
、,PAUSECATEGORY
可以,D
任意,D
比,P
例,Na
溶於,VJ
常見,Na
溶劑,Na
等,Cab
優點,Na
。,PERIODCATEGORY
開始,VH
時,Ng
，,COMMACATEGORY
 ,FW
R3PO,FW
4,Neu
 ,Na
只是,D
用於,VJ
工業,Na
提取,VC
低分子,Na
量,Na
有機酸,Na
、,PAUSECATEGORY
酚醇,Na
等,Cab
。,PERIODCATEGORY
近,Nes
年,Nf
來,Na
，,COMMACATEGORY
應用,Na
於,P
從,P
硝 酸,Na
、,PAUSECATEGORY
硫酸,Na
介質,Na
中,Ng
萃取,VC
稀土,Na
及,Caa
相關,VH
離子,Na
，,COMMACATEGORY
發現,VE
鈰,FW
和,Caa
氟,Na
在,P
該,Nes
體系,Na
中,Ng
有,V_2
協同,Na
效 應,Na
；,SEMICOLONCATEGORY
鈰,FW
和,Caa
釷,Na
存在,VA
競爭,Na
萃取,VC
效應,Na
；,Caa
硼,Na
的,DE
加入,VC
有助於,VJ
氟,Na
的,DE
萃取,VC
，,COMMACATEGORY
二,Neu
者,Na
也,D
具有,VJ
協 ,Na
 ,Na
 ,Na
 ,Na
-,DASHCATEGORY
 ,FW
87,Neu
 ,FW
-,DASHCATEGORY
 ,FW
 同,Na
萃取,VC
效應,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
（,PARENTHESISCATEGORY
4,Neu
）,PARENTHESISCATEGORY
協同,A
萃取,VC
 ,FW
  ,Na
這,Nep
是,SHI
一,D
類,Na
由,P
金屬,Na
離子,Na
與,Caa
兩種,Na
或,Caa
兩種,Na
以上,Ncd
萃取劑,Na
形成,VG
混合,VC
配合物,Na
，,SHI
而,Cbb
被,P
 ,Na
有,V_2
機,Na
溶劑,Na
萃取,VC
的,DE
體系,Na
。,PERIODCATEGORY
以,P
酸性,Na
萃取劑,Na
和,Caa
中性,Na
萃取劑,Na
(,PARENTHESISCATEGORY
一般,A
稱為,VG
協萃劑,Na
),PARENTHESISCATEGORY
形成,VG
 ,FW
的,DE
協同,A
萃取,VC
最為,Dfa
普遍,VH
。,PERIODCATEGORY
協萃,VH
效應,Na
主要,A
取決,VH
於,P
協萃劑,Na
分子,Na
的,DE
電子,Na
給予,VD
能,D
力,VC
和,P
 惰性,Na
溶劑,Na
的,DE
極性,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
溶劑,Na
萃取,VC
既,Cbb
能,D
用於,VC
分離,Na
主要,A
成分,Na
，,COMMACATEGORY
也,D
可以,D
對,P
微量,Na
組分,Na
進行,VA
組分,Na
萃取,VC
。,PERIODCATEGORY
 ,FW
對於,P
主體,Na
成分,Na
的,DE
分離,Na
，,COMMACATEGORY
經常,D
利用,VC
金屬,Na
鹵錯,Na
合陰,Na
離子,Na
的,DE
 鹽,Na
萃取,VC
；,PERIODCATEGORY
而,Cbb
對,P
微,VH
量 ,Na
組分,Na
的,DE
組分,Na
萃取,VC
，,SHI
以,P
 ,Na
8,Neu
－,FW
羥基,Na
喹啉,Na
、,PAUSECATEGORY
二乙基,Na
二硫,Na
代甲,Na
酸鈉,Na
、,PAUSECATEGORY
雙,A
硫,Na
腙等,Na
螯合 ,Na
萃取,VC
體系,Na
最為,Dfa
常用,VH
。,PERIODCATEGORY
近,Nes
年,Nf
來,VE
還,D
利用,VC
了,Na
當,P
大量,Na
元素,Na
萃取,Na
時,Ng
，,COMMACATEGORY
引起,VC
微量,Na
元素,Na
的,DE
 共,Na
萃取,VC
現象,Na
來,VC
富集,VH
和,Caa
分離,Na
微量,Na
元素,Na
。,PERIODCATEGORY
在,P
鋼鐵,Na
工業,Na
的,DE
酸洗,Na
(,PARENTHESISCATEGORY
Pickling,FW
),PARENTHESISCATEGORY
程序,Na
中,Ng
產生,VHC
的,DE
廢混酸,Na
，,COMMACATEGORY
亦,D
曾,D
應用,VC
溶劑,Na
萃取,VC
 ,FW
技術,Na
來,VF
回收,VC
。,PERIODCATEGORY
例,FW
如,P
日本,LOC
 Nisshin 鋼鐵公司,ORG
的,DE
 Nisshin,ORG
 ,FW
程序,Na
，,COMMACATEGORY
日本,LOC
 Kawasaki 鋼鐵公司,ORG
的,DE
 Kawatetsu,ORG
 ,Na
程序,Na
，,SHI
及,Caa
瑞典,LOC
的,DE
 AX,ORG
 ,Na
程序,Na
，,SHI
可,D
應用,VC
於,P
硝酸,Na
及,Caa
氫氟,Na
酸 ,Na
之,DE
廢混酸,Na
的,DE
回收,VC
。,PERIODCATEGORY
以往,Nd
，,COMMACATEGORY
廢酸,Na
的,DE
回收,Nv
以,P
單,A
一,Neu
成分,Na
廢酸,Na
回收,VC
純化,VH
的,DE
技術,Na
較,Dfa
 多,VH
，,COMMACATEGORY
例,Na
如,P
應用,VC
於,P
中鋼,ORG
公司,Nc
熱軋,Na
鋼帶,Na
酸洗,VH
的,DE
廢,VH
鹽酸,Na
的,DE
噴霧,Na
烘燒,VC
回收,VC
程序,Na
，,COMMACATEGORY
目,Na
 ,FW
前,Ng
溶劑,Na
萃取,VC
亦,D
多,D
用於,VC
單成分,Na
或,Caa
二成,Neqa
份,Nf
廢酸,Na
的,DE
回收,Nv
，,COMMACATEGORY
例,Na
如,P
硝酸,Na
及,Caa
磷酸,Na
的,DE
二成,Neqa
 份,Na
廢酸,Na
回收,Nv
。,PERIODCATEGORY
最,Dfa
近,VH
，,PERIODCATEGORY
日本,LOC
關西大學,ORG
化工系,ORG
 ,Ncd
Shibata,FW
 ,Na
教授,Na
等,D
則,D
研究,VE
以,P
溶劑,Na
萃 ,Na
取,VC
法分,Na
離,Na
回收,VC
矽晶,Na
圓片,Na
製造業,Na
產生,VHC
的,DE
硝酸,Na
、,PAUSECATEGORY
醋酸,Na
、,PAUSECATEGORY
氫,VH
氟酸,Na
之,DE
廢混酸,Na
，,COMMACATEGORY
及,Caa
液 晶,Na
顯示器,Na
製造業,Na
的,DE
磷酸,Na
、,PAUSECATEGORY
硝酸,Na
、,PAUSECATEGORY
醋酸,Na
之,DE
廢混酸,Na
。,PERIODCATEGORY
以下,Ncd
則,D
介紹,VE
其,Nep
應用,Na
在,P
回收,VC
 ,FW
矽,Na
晶片,Na
製造業,Na
廢混酸,Na
的,DE
溶劑,Na
萃取,VC
技術,Na
。,PERIODCATEGORY
   ,PER
本,Nes
案,Na
例,Na
利用,VC
溶劑,Na
萃取,VC
技術,Na
來,VC
回收,VC
矽晶,Na
圓片廠,Nc
化學,Na
蝕刻,
的,DE
廢混酸,Na
(,PARENTHESISCATEGORY
醋,Na
 ,FW
酸,Na
、,PAUSECATEGORY
硝酸,Na
、,PAUSECATEGORY
氫氟酸,Na
),PARENTHESISCATEGORY
。,PERIODCATEGORY
具,VJ
溶劑性,Na
的,DE
萃取劑,Na
被,P
利用,VC
來,VC
自,P
廢混酸,Na
中,Ng
回收,VC
純無機酸,Na
，,COMMACATEGORY
 ,FW
萃取劑,Na
是,SHI
具,VJ
長烷,Na
鏈,Na
的,DE
醇,Na
，,COMMACATEGORY
磷酸,Na
三丁酯,Na
 ,Na
(,PARENTHESISCATEGORY
C4H,FW
9,Neu
),PARENTHESISCATEGORY
3,Neu
PO,FW
4,Neu
 ,FW
(,PARENTHESISCATEGORY
Tri-Butyl Phosphate,FW
",",COMMACATEGORY
 ,FW
TBP,FW
),PARENTHESISCATEGORY
 ,FW
或,Caa
磷酸三,Na
辛酯,Na
(,PARENTHESISCATEGORY
C8H17,ORG
),PARENTHESISCATEGORY
3,Neu
PO,FW
4,Neu
 ,FW
(,PARENTHESISCATEGORY
Tri-Octyl,FW
 Phosphate,FW
",",COMMACATEGORY
 ,FW
TOP,FW
),PARENTHESISCATEGORY
等,Cab
。,PERIODCATEGORY
無機酸,Na
的,DE
溶劑,Na
萃取,VC
 ,FW
機制,Na
基於,P
其,Nep
在,P
水相,Na
及,Caa
有,V_2
機相,Na
不同,VH
的,DE
溶解度,Na
；,SEMICOLONCATEGORY
而,Cbb
金屬,Na
離子,Na
的,DE
溶劑,Na
萃取,VC
雖然,Cbb
也,D
 ,FW
是,SHI
基於,VJ
其,Nep
在,P
兩相,Na
中,Ng
的,DE
不同,Na
溶解,VC
度,Na
，,COMMACATEGORY
但,Cbb
金屬,Na
離子會,Na
和,Caa
有,V_2
機相,Na
溶劑,Na
形成,VG
錯合物,Na
 ,Na
(,PARENTHESISCATEGORY
Complex,FW
),PARENTHESISCATEGORY
，,COMMACATEGORY
有,V_2
較,Dfa
高,VH
且,Caa
穩定,VH
萃取,VC
特性,Na
，,COMMACATEGORY
並,D
對,P
不同,VH
金屬,Na
離子,Na
具有,VJ
高,VH
選擇性,Na
萃 取,Na
。,PERIODCATEGORY
相反地,VH
，,PERIODCATEGORY
無,VJ
機酸,Na
的,DE
溶劑,Na
萃取,VC
特性,Na
及,Caa
分離係,Na
數,Na
(,PARENTHESISCATEGORY
Separation Factor,FW
),PARENTHESISCATEGORY
比,P
不上,VH
 ,Na
金屬,Na
離子,Na
，,COMMACATEGORY
因此,Cbb
需要,D
利用,VC
多,Neqa
段,Nf
溶劑,Na
萃取,VC
來,D
加強,VC
其分離,VH
純化,VH
效果,Na
。,PERIODCATEGORY
萃取,VC
所,D
需,VK
理,VC
論段數,Na
可,D
用,VC
計算,Nv
或,Caa
麥,Na
－,FW
泰,Nb
(,PARENTHESISCATEGORY
McCabe-Thielie,FW
),PARENTHESISCATEGORY
 ,FW
分析法,Na
作圖,Na
確,D
 定,VC
。,PERIODCATEGORY
萃取,VC
設備,Na
的,DE
設計,Na
 ,FW
溶劑,Na
萃取,VC
包含,VJ
金屬,Na
離子,Na
或,Caa
化合物,Na
從,P
一相,Na
到,P
另,Nes
一,Neu
相,Na
的,DE
 ,FW
傳遞,Nv
過程,Na
，,COMMACATEGORY
所以,Cbb
介面,Na
性質,Na
和,Caa
介面,Na
現象,Na
十分,Dfa
重要,VH
。,PERIODCATEGORY
當,P
設計,Na
萃取,VC
設備,Na
時,Ng
，,SHI
應該,D
 ,Na
在,P
不影響相分離,VH
的,DE
情況,Na
下,Ng
盡,D
可能,D
有,V_2
高,VH
的,DE
傳質,Na
速度,Na
和,Caa
盡,VJ
可能,Na
用,VC
小,VH
的,DE
設備,Na
。,PERIODCATEGORY
工 ,Na
 ,Na
 ,FW
 ,FW
-,DASHCATEGORY
 ,FW
88,Neu
 ,FW
-,DASHCATEGORY
 ,FW
 業,Na
萃取,VC
設備,Na
主要,D
有,V_2
混合,VH
澄清器,Na
、,PAUSECATEGORY
篩板,Na
、,PAUSECATEGORY
轉盤,Na
或,Caa
脈衝,Na
萃取塔,Na
以及,Ng
離心,Na
萃取器,Na
 ,Na
等,Cab
。,PERIODCATEGORY
3,Neu
.,PERIODCATEGORY
資源,Na
化,VH
成效,Na
 ,FW
 ,FW
 ,Na
利用,VC
溶劑,Na
萃取,VC
技術,Na
分離,Na
純化,VH
矽晶,Na
圓片業,Na
產生,VHC
，,COMMACATEGORY
含,VC
硝酸,Na
、,PAUSECATEGORY
醋酸,Na
及,Caa
氫氟酸,Na
之,DE
廢 ,Na
混酸,Na
，,COMMACATEGORY
典型,VH
的,DE
廢,VH
混酸,Na
成分,Na
如,P
表,Na
 ,FW
6.1,Neu
-,DASHCATEGORY
1,Neu
 ,FW
所,D
示,VC
。,PERIODCATEGORY
廢混酸,Na
的,DE
溶劑,Na
萃取,VC
分離,Na
純化,VH
，,COMMACATEGORY
首先,D
 ,FW
是,SHI
醋酸,Na
先,D
被,P
分離,Na
出來,VA
，,COMMACATEGORY
硝酸次,Na
之,DE
，,COMMACATEGORY
氫氟酸,Na
則,D
最後,Nd
被,P
分離出來,VA
。,PERIODCATEGORY
2,Neu
-,DASHCATEGORY
乙基己醇 ,Na
(,PARENTHESISCATEGORY
2,Neu
-ehylhexyl alachol,FW
",",COMMACATEGORY
EHA,FW
),PARENTHESISCATEGORY
C4H9CH2,FW
(,PARENTHESISCATEGORY
C2H5,FW
),PARENTHESISCATEGORY
CH2OH,FW
 ,FW
被,P
用,VC
於,P
萃取,VC
分離,Na
純化,Na
醋,Na
酸,Na
，,COMMACATEGORY
磷 ,Na
酸,Na
三丁酯,Na
(,PARENTHESISCATEGORY
TBP,FW
),PARENTHESISCATEGORY
則,D
被,P
用於,VC
萃取,VC
分離,Na
純化,VH
硝酸,Na
及,Caa
氫氟酸,Na
。,PERIODCATEGORY
結果,D
顯示,VC
矽晶,Na
圓片,Na
製造,VC
 業化學,ORG
蝕刻,
之,DE
廢混酸,Na
，,COMMACATEGORY
可以,D
應用,VC
溶劑,Na
萃取,VC
分離,Na
純,VH
化成,VG
單一,A
純酸,VH
。,PERIODCATEGORY
進料,Na
的,DE
廢混酸,Na
 ,FW
中,Ng
醋酸,Na
、,PAUSECATEGORY
硝酸,Na
、,PAUSECATEGORY
氫氟酸,Na
的,DE
濃度,Na
分別,D
為,VG
 ,FW
1.72,Neu
、,PAUSECATEGORY
6.00,Neu
、,PAUSECATEGORY
6.01,Neu
 ,FW
mol,FW
/,FW
L,FW
，,COMMACATEGORY
每,Nes
一,Neu
種,Nf
酸經,Na
萃取,VC
、,PAUSECATEGORY
 ,FW
洗滌,VC
、,PAUSECATEGORY
脫除,VC
(,PARENTHESISCATEGORY
反萃,Na
),PARENTHESISCATEGORY
三,Neu
個,Nf
程序,Na
後,Ng
分離,Na
純化,VH
後,Ng
之,DE
醋酸,Na
、,PAUSECATEGORY
硝酸,Na
、,PAUSECATEGORY
氫氟酸,Na
的,DE
濃度,Na
分別,D
為,VG
 ,FW
2,Neu
、,PAUSECATEGORY
6,Neu
、,PAUSECATEGORY
6,Neu
 ,FW
mol,FW
/,FW
L,FW
。,PERIODCATEGORY
整,Neqa
個,Nf
程序,Na
每,Nes
個,Nf
階段,Na
的,DE
製程,Na
參數,Na
及,Caa
質量,Na
平衡,VHC
如,P
圖,Na
 ,FW
6.1,Neu
-,DASHCATEGORY
1,Neu
 ,FW
所,D
示,VE
，,COMMACATEGORY
詳 ,Na
細說,Na
明,D
如下,VK
：,COLONCATEGORY
 ,FW
 ,FW
 ,FW
（,PARENTHESISCATEGORY
1,Neu
）,PARENTHESISCATEGORY
醋酸,Na
的,DE
回收,Nv
 ,FW
 ,FW
 ,FW
如,P
圖,Na
 ,FW
6.1,Neu
-,DASHCATEGORY
2,Neu
 ,FW
所,D
示,VE
，,COMMACATEGORY
在,P
 ,FW
2,Neu
-,DASHCATEGORY
乙基己,Na
醇當,VH
萃取劑,Na
時,Ng
，,COMMACATEGORY
廢,VH
混酸,Na
的,DE
萃取,Na
等,Cab
溫線,Na
顯,VH
 示,VC
各,Nes
單一,A
酸,VH
萃取,VC
能力,Na
，,SHI
依序,D
為,VG
硝酸,Na
>,FW
醋酸,Na
>,FW
氫,VH
氟酸,Na
。,PERIODCATEGORY
圖,Na
中,Ng
亦,D
顯示,VK
 ,FW
O/A,FW
 ,FW
比,P
(,PARENTHESISCATEGORY
有,V_2
 ,FW
機相,Na
與,Caa
水相,Na
流,VC
速比,Na
，,COMMACATEGORY
Phase Ratio,FW
),PARENTHESISCATEGORY
 ,FW
1.7,Neu
 ,FW
時,Ng
，,COMMACATEGORY
以,P
麥,Nc
－,FW
泰,Nb
(,PARENTHESISCATEGORY
McCabe-Thielie,FW
),PARENTHESISCATEGORY
法,Na
作圖,Na
 ,FW
計算,Nv
，,COMMACATEGORY
結果,Cbb
採用,VC
三,Neu
段,Nf
逆流,Na
萃取,VC
可,D
將,P
原,A
水相,Na
 ,FW
1.72,Neu
mol,FW
/L,FW
 ,FW
的,DE
醋酸,Na
萃取,VC
至,P
有,V_2
機相,Na
 成,VG
 1,Na
 ,FW
mol,FW
/L,FW
。,PERIODCATEGORY
由於,Cbb
硝酸,Na
的,DE
被,P
萃取,VC
能力,Na
大於,VJ
醋酸,Na
，,PERIODCATEGORY
因此,Cbb
後續,D
需,D
以,P
高,VH
 ,Na
O,FW
/,FW
A,FW
 ,FW
比,P
洗,VC
 滌,Na
，,COMMACATEGORY
將,D
有,V_2
機相,Na
的,DE
硝酸,Na
及,Caa
氫氟酸,Na
洗滌,VC
回水相,Na
。,PERIODCATEGORY
如,P
圖,Na
 ,FW
6.1,Neu
-,DASHCATEGORY
3,Neu
 ,FW
所,D
示,VE
，,COMMACATEGORY
經,P
 ,FW
10,Neu
 ,FW
段,Nf
 ,FW
O/A,FW
 ,FW
比,P
 ,FW
10.0,Neu
 ,FW
之,DE
逆流,Na
洗滌,VC
後,Ng
，,COMMACATEGORY
有機,A
相中,VH
醋酸,Na
濃度,Na
由,P
 ,FW
1,Neu
 ,FW
mol/L,FW
