Segmented Element,POS
高科技,Na
工業,Na
，,COMMACATEGORY
為,VG
電子,Na
工業,Na
的,DE
上游,Nv
技術,Na
產業,Na
，,COMMACATEGORY
電子業,Na
產 ,Na
 品,Na
之,DE
競爭力,Na
強弱,VH
，,COMMACATEGORY
受,P
半導體,Na
技術,Na
的,DE
發展,Nv
影響,Na
頗,Dfa
大,VH
。,PERIODCATEGORY
隨著,P
電子,Na
資訊,Na
工業,Na
  ,Na
的,DE
蓬勃,VH
發展,Na
．,FW
使得,VL
該,Nes
產業,Na
成長,VH
更加,VC
快速,VH
，,SHI
對,P
我國,Nc
經濟,Na
發展,Na
有,V_2
很,Dfa
大,VH
的,DE
貢 ,Na
 獻,Na
，,SHI
並且,Cbb
受到,VJ
政府,Na
工業,Na
主管,Na
單位,Na
相當,VH
的,DE
重視,Nv
。,PERIODCATEGORY
半導體工業,
的,DE
製造,Nv
方法,Na
是,SHI
在,P
矽,Na
半導體,Na
上,Ncd
製造,VC
電子,Na
產品,Na
，,COMMACATEGORY
包括,VK
動態,Na
 ,FW
 ,FW
記憶體,Na
、,PAUSECATEGORY
靜態,Na
記憶體,Na
、,PAUSECATEGORY
微,VH
處理器,Na
…,ETCCATEGORY
等,Cab
，,COMMACATEGORY
而,Cbb
電子,Na
元件,Na
之,DE
完成,VC
則,D
由,P
精密,Nb
複 ,Na
 ,FW
雜,VH
的,DE
積體,Na
電路 ,Na
(,PARENTHESISCATEGORY
Integrated,FW
 Circuit,FW
，,COMMACATEGORY
簡稱,VG
 ,Na
IC,FW
),PARENTHESISCATEGORY
所,D
組成,VG
；,PERIODCATEGORY
IC,FW
 ,FW
之,DE
製作,Nv
過程,Na
是,SHI
  ,Na
應用,Na
晶片,Na
氧化層,Na
成長,VH
、,PAUSECATEGORY
微影,Na
技術,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
清洗,Nv
、,PAUSECATEGORY
雜質,Na
擴散,VH
、,PAUSECATEGORY
離子,Na
植入,VC
 ,FW
 ,FW
及,Caa
薄膜,Na
沉積,VH
等,Cab
技術,Na
，,COMMACATEGORY
所,D
須,D
製程,Na
多達,VJ
二百,Neu
至,Caa
三百,Neu
個,Nf
步驟,Na
。,PERIODCATEGORY
隨著,P
電子,Na
資訊,Na
 ,FW
 ,FW
產品,Na
朝,P
輕薄,VH
短小化,VHC
的,DE
方向,Na
發展,Nv
，,COMMACATEGORY
半導體,Na
製造,Nv
方法,Na
亦,D
朝,P
著,Di
高,VH
密度,Na
及,Caa
自動,VH
 ,FW
 ,FW
化,VG
生產,Nv
的,DE
方向,Na
前進,VA
；,PERIODCATEGORY
而,Cbb
 ,FW
IC,FW
 ,FW
製造,VC
技術,Na
的,DE
發展,Nv
趨勢,Na
，,COMMACATEGORY
大致,D
仍,D
朝向,VCL
克服,VC
晶圓,Na
  ,Na
直徑,Na
變大,VH
、,PAUSECATEGORY
元件,Na
線幅,Na
縮小,VH
、,PAUSECATEGORY
製造,VC
步驟,Na
增加,VHC
，,COMMACATEGORY
以及,Caa
製程,Na
步驟,Na
特殊化,Na
，,SHI
以,P
 ,Na
 ,Na
提供,VD
更好,VC
的,DE
產品,Na
特性,Na
等,Cab
課題,Na
下,Ncd
所,D
造成,VG
的,DE
良率,Na
控制,Na
方向,Na
上,Ncd
前進,VA
。,PERIODCATEGORY
半導體,Na
 ,FW
 業,Na
主要,A
區分為,VG
材料,Na
（,PARENTHESISCATEGORY
矽品棒,Na
）,PARENTHESISCATEGORY
製造,VC
、,PAUSECATEGORY
積體,Na
電路,Na
晶圓,Na
製造,Nv
及,Caa
積體,Na
電路構,Na
 ,FW
 ,FW
1,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 裝,Na
等,Cab
三,Neu
大,VH
類,Na
，,COMMACATEGORY
範圍,Na
甚,Dfa
廣,VH
。,PERIODCATEGORY
目前,Nd
國內,Nc
半導體業,Na
則,D
包括,VK
了,Na
後,Ng
二,Neu
項,Nf
，,COMMACATEGORY
至於,P
矽,Na
 ,FW
 ,FW
晶棒,Na
材料,Na
仍,D
仰賴,VJ
外國,Nc
進口,Nv
。,PERIODCATEGORY
國內,Nc
積體,Na
電路,Na
晶圓,Na
製造業,Na
主要,D
分佈,VA
在,P
新竹,LOC
  ,Na
科學,Na
園區,Nc
，,PERIODCATEGORY
而,Cbb
積體,Na
電,Na
路構,Na
裝業,Na
則,D
遍佈,VA
於,P
台北縣,LOC
、,PAUSECATEGORY
新竹縣,LOC
、,PAUSECATEGORY
台中縣,LOC
及,Caa
高  雄市,LOC
，,COMMACATEGORY
尤以,D
加工,VA
出口區,Nc
為,VG
早期,Nd
半導體,Na
於,P
台灣,LOC
設廠,Nc
開發,Nv
時,Ng
之,DE
主要,A
據點,Na
。,PERIODCATEGORY
由於,Cbb
半導體,Na
元件,Na
製程,Na
中,Ng
，,COMMACATEGORY
使用,VC
多,Neqa
種,Nf
酸鹼,Na
溶液,Na
、,PAUSECATEGORY
有機,A
溶劑,Na
及,Caa
特殊,VH
毒 ,Na
 ,FW
性氣體,Na
，,COMMACATEGORY
其,Nep
產生,VHC
的,DE
廢水,Na
、,PAUSECATEGORY
廢氣,Na
及,Caa
毒性,Na
物質,Na
不但,Cbb
污染,VC
強度,Na
大,VH
，,COMMACATEGORY
且,Cbb
污染,VC
特 ,Na
 性,Na
隨,P
產品,Na
層次,Na
的,DE
提昇,Nv
而,Cbb
趨於,Dfa
複雜,VH
。,PERIODCATEGORY
三,Neu
、,PAUSECATEGORY
製程,Na
污染,Nv
來源,Na
與,Caa
污染,Nv
特性,Na
 ,FW
 ,FW
 ,FW
3.1,Neu
 ,FW
製程,Na
介紹,VE
半導體工業,
所,D
使用,VC
之,DE
材料,Na
包含,VJ
單一,A
組成,VG
的,DE
半導體,Na
元素,Na
，,COMMACATEGORY
如,P
矽,Na
(,PARENTHESISCATEGORY
Si,FW
),PARENTHESISCATEGORY
、,PAUSECATEGORY
鍺,Na
 ,FW
 ,FW
(,PARENTHESISCATEGORY
Ge,FW
),PARENTHESISCATEGORY
(,PARENTHESISCATEGORY
屬,VG
化學,Na
週期表,Na
上,Ncd
第四族,Na
元素,Na
),PARENTHESISCATEGORY
，,COMMACATEGORY
以及,Caa
含,VC
二,Neu
至,Caa
三,Neu
種,Nf
元素,Na
的,DE
多,Neqa
成,VG
分,Na
組成,VG
半 ,Na
 導體,Na
，,COMMACATEGORY
如,P
鎵,Na
砷,Na
(,PARENTHESISCATEGORY
GaAs,FW
),PARENTHESISCATEGORY
半導,Na
(,PARENTHESISCATEGORY
由,P
第三,Neu
族,Na
的,DE
鎵,Na
與,Caa
第五,Neu
族,Na
的,DE
砷,Na
所,D
組成,VG
),PARENTHESISCATEGORY
。,PERIODCATEGORY
在,P
 ,FW
1950,Neu
 ,FW
 ,FW
年代,Nd
早期,Nd
，,COMMACATEGORY
鍺,Na
為,VG
主要,A
半導體,Na
材料,Na
，,COMMACATEGORY
但,Cbb
鍺,Na
製品,Na
在,P
不,VJ
甚,Dfa
高溫,VH
情況,Na
下,Ng
，,COMMACATEGORY
有,V_2
高,VH
漏,FW
  ,Na
失電流,Na
現象,Na
，,COMMACATEGORY
因此,Cbb
，,COMMACATEGORY
1960,Neu
 ,FW
年,Nd
代,Na
起,VC
矽晶,Na
製品,Na
取代,VC
鍺,Na
成為,VG
半導體,Na
製造,VC
主要,A
材 ,Na
 ,Na
料,Na
。,PERIODCATEGORY
半導體,Na
產業,Na
結構,Na
可,D
區分為,VG
材料,Na
加工,Nv
製造,VC
(,PARENTHESISCATEGORY
如,P
圖,Na
 ,Na
1,Neu
 所,Na
示,VC
),PARENTHESISCATEGORY
、,PAUSECATEGORY
晶圓,Na
之,DE
積體,Na
  ,Na
電路,Na
製造,VC
(,PARENTHESISCATEGORY
如,P
圖,Na
 2,Na
 所,Na
示,VC
),PARENTHESISCATEGORY
 ,Na
(,PARENTHESISCATEGORY
wafer fabrication,FW
),PARENTHESISCATEGORY
(,PARENTHESISCATEGORY
中游,Nc
),PARENTHESISCATEGORY
及,Caa
晶圓,Na
切割,Na
、,PAUSECATEGORY
構裝,Na
(,PARENTHESISCATEGORY
圖,Na
 ,Na
3,Neu
 ,Na
 ,Na
所,D
示,VC
),PARENTHESISCATEGORY
 ,Na
(,PARENTHESISCATEGORY
wafer,FW
 ,FW
package,FW
),PARENTHESISCATEGORY
等,Cab
三,Neu
大,VH
類,VC
完整,VH
製造,VC
流程,Na
。,PERIODCATEGORY
其中,Nep
材料,Na
加工,VA
製造,VC
，,COMMACATEGORY
是,SHI
指,VG
 ,FW
 ,FW
從,P
矽晶石,Na
原料,Na
提煉,Na
矽,Na
多,VH
晶體,Na
(,PARENTHESISCATEGORY
polycrystalline silicon,FW
),PARENTHESISCATEGORY
直到,P
晶圓,Na
(,PARENTHESISCATEGORY
wafer,FW
),PARENTHESISCATEGORY
產,VC
  ,Na
出,VC
，,COMMACATEGORY
此,Nep
為,VG
半導體,Na
之,DE
上游,Nv
工業,Na
。,PERIODCATEGORY
此,Nep
類矽,Na
晶片,Na
再,D
經過,VCL
研磨,Nv
加工,Nv
及,Caa
多,Neqa
次,Nf
磊,Na
晶爐,Na
  ,Na
(,PARENTHESISCATEGORY
Epitaxial,FW
 ,Na
reactor,FW
),PARENTHESISCATEGORY
可,D
製成,VC
研磨,Nv
晶圓,Na
成長,VH
成為,VG
磊晶,Na
晶圓,Na
，,SHI
其,Nep
用途,Na
更為,VG
特殊,VH
，,COMMACATEGORY
 ,Na
 ,FW
且,Caa
附加,VC
價值,Na
極,Dfa
高,VH
。,PERIODCATEGORY
其次,Cbb
晶圓,Na
之,DE
體積,Na
電路,Na
製造,VC
，,COMMACATEGORY
則,D
由,P
上述,Na
各,Nes
種,Nf
規格,Na
晶圓,Na
，,COMMACATEGORY
 ,FW
 ,FW
經由,P
電路,Na
設計,Na
、,PAUSECATEGORY
光罩,Na
設計,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
擴散,VH
等,Cab
製程,Na
，,COMMACATEGORY
生產,VC
各,Nes
種,Nf
用途,Na
之,DE
晶圓,Na
，,COMMACATEGORY
 ,FW
 ,FW
此,Nep
為,VG
中游,Nc
工業,Na
。,PERIODCATEGORY
而,Cbb
晶圓,Na
切割,VC
(,PARENTHESISCATEGORY
如,P
圖,Na
 ,FW
4,Neu
),PARENTHESISCATEGORY
、,PAUSECATEGORY
構裝業,Na
係,VG
將,D
製造,VC
完成,VC
的,DE
晶圓,Na
，,COMMACATEGORY
切,Nb
割,VC
 ,FW
 ,FW
2,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 成,VG
片狀,Na
的,DE
晶粒,Na
(,PARENTHESISCATEGORY
dice,FW
),PARENTHESISCATEGORY
，,COMMACATEGORY
再,D
經,P
焊接,VC
、,PAUSECATEGORY
電鍍,Nv
、,PAUSECATEGORY
包裝,Na
及,Caa
測試,Na
後,Ng
即,D
為,VG
半導體,Na
成品,Na
。,PERIODCATEGORY
氧 ,Na
 ,FW
純化,Na
 ,FW
 ,FW
 ,FW
反應,Na
爐,FW
中,Ng
提,VE
煉,FW
 ,FW
 ,FW
砂石,Na
 ,FW
 ,FW
純化,VHC
 ,FW
 ,FW
 ,FW
矽多,Nb
晶體,Na
 ,FW
 ,FW
浮帶法,Na
 ,FW
 ,FW
拉升,VC
法,Na
 ,FW
 ,FW
矽,Na
單晶體,Na
 ,FW
1,Neu
 ,FW
 ,FW
(,PARENTHESISCATEGORY
SiHCl,FW
),PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
1,Neu
 ,FW
切削,Na
、,PAUSECATEGORY
打磨,VC
 ,FW
矽晶錠,Na
 ,FW
切片,Na
 ,FW
粗,VH
晶圓,Na
 ,FW
2,Neu
 ,FW
 ,FW
 ,FW
2,Neu
 ,FW
研磨,Nv
 ,FW
清洗,VC
 ,FW
晶圓,Na
初成品,Na
 ,FW
 圖,Na
 1,Na
 ,FW
半導體,Na
產業,Na
製造,VC
流程圖,Na
(,PARENTHESISCATEGORY
I,FW
),PARENTHESISCATEGORY
-,DASHCATEGORY
上游矽,Na
晶圓,Na
製造,VC
 ,FW
 ,FW
晶圓,Na
初,Nes
成品,Na
 ,FW
清洗,VC
 ,FW
氧化,Na
爐 ,Na
 ,Na
(,PARENTHESISCATEGORY
初步,Na
氧化,Na
),PARENTHESISCATEGORY
 ,FW
  ,Na
  ,Na
  ,Na
 ,FW
第一,Neu
層,Nf
光罩,Na
  ,Na
（,PARENTHESISCATEGORY
P,FW
 ,FW
區,Nc
光阻,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
清洗,VC
）,PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
擴散,VC
爐,FW
 ,FW
 ,FW
（,PARENTHESISCATEGORY
擴散,VHC
、,PAUSECATEGORY
離子,Na
植入,VC
）,PARENTHESISCATEGORY
1,Neu
 ,FW
 ,FW
1,Neu
          ,PER
 ,FW
 ,FW
第二,Neu
光罩,Na
 ,FW
 ,FW
（,PARENTHESISCATEGORY
閘區,Nc
及,Caa
接點區,Nc
光阻,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
清洗,VC
）,PARENTHESISCATEGORY
 ,FW
 ,FW
氧化,VHC
爐,FW
 ,FW
 ,FW
（,PARENTHESISCATEGORY
閘區,Nc
氧化,Na
）,PARENTHESISCATEGORY
 ,FW
 ,FW
第三,Neu
層,Nf
光罩,Na
 ,FW
 ,FW
（,PARENTHESISCATEGORY
接點區,Nc
光阻,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
清洗,Nv
）,PARENTHESISCATEGORY
 ,FW
2,Neu
 ,FW
 ,FW
2,Neu
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
濺鍍機,Na
 ,FW
 ,FW
（,PARENTHESISCATEGORY
金屬,Na
覆蓋,Nv
、,PAUSECATEGORY
CVD,FW
）,PARENTHESISCATEGORY
 ,FW
 ,FW
第四,Neu
層,Nf
光罩,Na
 ,FW
 ,FW
（,PARENTHESISCATEGORY
接線,Na
、,PAUSECATEGORY
光阻,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
清洗,VH
）,PARENTHESISCATEGORY
 ,FW
晶圓,Na
成品,Na
 ,FW
 ,FW
 ,FW
註,VE
：,COLONCATEGORY
 ,FW
------,DASHCATEGORY
虛線,Na
表示,Na
視,P
晶圓,Na
功能,Na
需要,VK
行,VC
多,Neqa
次,Nf
循環,A
處理,Na
 ,FW
 ,FW
3,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
圖,Na
 ,FW
2,Neu
 ,FW
半導體,Na
產業,Na
製造,VC
流程圖,Na
(,PARENTHESISCATEGORY
II,FW
),PARENTHESISCATEGORY
-,DASHCATEGORY
中游,Nc
積,VC
電路,Na
製程,Na
 ,FW
 ,FW
晶圓,Na
成品,Na
 ,FW
晶圓,Na
切割,Na
 ,FW
晶片,Na
粘,VC
著,Di
 ,FW
連線,Na
打,VC
著,Di
 ,FW
1,Neu
 ,FW
 ,FW
 ,FW
1,Neu
 ,FW
 ,FW
封膠,Na
 ,FW
印碼,Na
 ,FW
去筋,Na
打彎,VA
 ,FW
2,Neu
 ,FW
 ,FW
2,Neu
 ,FW
 ,FW
導線,Na
電鍍,Na
 ,FW
浸錫 ,Na
清洗,VC
 ,FW
成品,Na
測試,Na
 ,FW
3,Neu
 ,FW
 ,FW
 ,FW
3,Neu
 ,FW
 ,FW
包裝,Na
 ,FW
電子,Na
產品,Na
 ,FW
 ,FW
圖,Na
 ,FW
3,Neu
 ,FW
半導體,Na
產業,Na
製造,VC
流程圖,Na
(,PARENTHESISCATEGORY
III,FW
),PARENTHESISCATEGORY
-,DASHCATEGORY
下游,Nv
 IC,ORG
 片,Na
封裝,Nv
製程,Na
 ,FW
 ,FW
4,Neu
    ,ORG
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
 ,FW
    ,Nb
圖,Na
 ,FW
4,Neu
  ,Na
晶圓,Na
成品,Na
之,DE
切割,Na
程序,Na
 ,FW
 ,FW
3.2,Neu
 ,FW
污染,Nv
物種,Na
類,VC
及,Caa
其,Nep
來源,Na
半導體工業,
因,Cbb
產品,Na
不斷,VH
研發,Nv
而,Cbb
製程,Na
亦,D
隨著,P
更改,VC
，,COMMACATEGORY
從,P
以往,Nd
所,D
採用,VC
之,DE
濕,VH
 ,FW
 ,FW
式,Na
製程,Na
到,P
現在,Nd
採用,VC
減壓,Na
後,Ng
之,DE
氣體,Na
乾式,A
製程,Na
，,COMMACATEGORY
及,Caa
目前,Nd
與,Caa
起,VC
之,DE
化合物,Na
半導體,Na
  ,Na
研究,Nv
也,D
正,D
迅速,VH
發展,VC
中,Ng
。,PERIODCATEGORY
隨著,P
這些,Neqa
技術,Na
之,DE
革新,Nv
，,COMMACATEGORY
半導體,Na
製造,VC
時,Ng
所,D
使用,VC
之,DE
酸 ,Na
 鹼,Na
溶液,Na
、,PAUSECATEGORY
有機溶劑,Na
、,PAUSECATEGORY
特殊氣,Na
體材,Na
料,VC
之,DE
種,Nf
類,Na
及,Caa
數量,Na
均,D
在,P
增加,VHC
之中,Ng
，,SHI
而,Cbb
這些,Neqa
  ,Na
製程,VC
原料,Na
大部份,Neqa
都,VC
具有,VJ
毒性,Na
，,PERIODCATEGORY
所以,Cbb
應,D
特別,VH
注意,Na
並,D
加以,D
防範,Nv
與,Caa
控制,Nv
。,PERIODCATEGORY
以下,Ncd
  乃,PER
針對,P
此,Nep
產業,Na
各,Nes
類,VC
生產,VH
流程,Na
，,COMMACATEGORY
說明,VH
廢氣,Na
、,PAUSECATEGORY
廢水,Na
污染,Nv
來源,Na
，,COMMACATEGORY
以期,Nd
能,D
掌握,VC
各,Nes
 ,Na
 項,Na
污染物,Na
之,DE
排放,Nv
。,PERIODCATEGORY
3.3,Neu
 ,FW
污染,Nv
特性,Na
 ,FW
 ,FW
 ,FW
1,Neu
.,PERIODCATEGORY
廢水,Na
污染,Nv
來源,Na
與,Caa
污染,Nv
特性,Na
 ,FW
 ,FW
 ,FW
廢水,Na
污染源,Na
分為,VG
 ,FW
IC,FW
 ,FW
製造廠,Nc
及,Caa
構裝,Na
製造,Nv
作業,Na
，,COMMACATEGORY
各,D
有,V_2
不同,VH
，,COMMACATEGORY
說明,Nb
如下,Dk
:,COLONCATEGORY
 ,FW
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
1,Neu
),PARENTHESISCATEGORY
IC,FW
 ,FW
製造廠,Nc
廢水,Na
來源,Na
多,VH
且,Caa
造成,VG
污染,Nv
之,DE
化學,Na
物質,Na
相當,Dfa
繁雜,VH
，,COMMACATEGORY
廢水,Na
主要,D
為,VG
  ,Na
超,VH
純水,Na
清洗,Nv
晶片,Na
、,PAUSECATEGORY
去,VCL
光阻,Na
及,Caa
蝕刻,
等,Cab
程序,Na
所,D
排出,VC
之,DE
廢水,Na
，,COMMACATEGORY
如,P
圖,Na
 ,FW
5,Neu
 ,Na
所,D
示,VC
。,PERIODCATEGORY
各,Nes
股,Nf
廢水,Na
來源,Na
及,Caa
其,Nep
所,D
包含,VJ
的,DE
化學,Na
物質,Na
如下,P
說明,PER
：,FW
 ,FW
 ,FW
 ,FW
5,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
  ,Nb
 ,FW
 ,FW
 ,FW
晶圓,Na
初成品,Na
 ,FW
  ,Nb
清 ,Na
洗,VC
 ,FW
 ,FW
 ,FW
氯 ,Na
化,VC
 ,FW
爐,FW
 ,FW
 ,FW
 ,FW
第一,Neu
層,Nf
光罩,Na
 ,FW
  ,Na
擴 ,Na
散 ,Na
爐,FW
 ,FW
 ,FW
 ,FW
第二,Neu
層,Nf
光罩,Na
 ,FW
 ,FW
 ,FW
氧 ,Na
化,VH
 ,FW
爐,FW
 ,FW
  ,Na
第三,Neu
層,Nf
光罩,Na
 ,FW
  ,Na
濺 ,Na
鍍 ,Na
機 ,Na
  ,Na
第四,Neu
層,Nf
光罩,Na
 ,Na
  ,Na
晶,Na
 圓,Na
 成,Na
 品,Na
  ,Na
 ,Na
(,PARENTHESISCATEGORY
初步,Na
氧化,VH
),PARENTHESISCATEGORY
  ,Na
 ,Na
(,PARENTHESISCATEGORY
P,FW
 區,Nc
光阻,Na
、,PAUSECATEGORY
蝕 刻,Na
、,PAUSECATEGORY
清洗,VH
),PARENTHESISCATEGORY
 ,Na
  ,Na
(,PARENTHESISCATEGORY
擴散,VH
、,PAUSECATEGORY
離子,Na
植,VC
 入,Na
),PARENTHESISCATEGORY
   ,Na
(,PARENTHESISCATEGORY
閘區,Nc
及,Caa
接點,Na
區 ,Na
光阻,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
 ,FW
清洗,VC
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
接線,Na
光阻,Na
、,PAUSECATEGORY
蝕,VC
刻,VC
、,PAUSECATEGORY
清洗,VC
),PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
金屬,Na
覆蓋,VC
、,PAUSECATEGORY
 ,FW
CVD,FW
),PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
接點區,Nc
光阻,Na
、,PAUSECATEGORY
蝕 ,Na
刻,VC
、,PAUSECATEGORY
清洗,VC
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
閘區,Nc
氧化,Na
),PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
清洗,VC
廢水,Na
 ,FW
 ,FW
酸鹼液,Na
 ,FW
 ,FW
 ,FW
去,VCL
光阻,Na
廢水,Na
、,PAUSECATEGORY
清洗,VC
廢水,Na
、,PAUSECATEGORY
蝕刻,
廢水,Na
 ,FW
 ,FW
光阻液,Na
、,PAUSECATEGORY
蝕刻,
廢液,Na
 ,FW
 ,FW
 ,FW
去,VCL
光阻,Na
廢水,Na
、,PAUSECATEGORY
清洗,Nv
廢水,Na
、,PAUSECATEGORY
蝕刻,
廢水,Na
 ,FW
 ,FW
光阻液,Na
、,PAUSECATEGORY
蝕刻,
廢液,Na
 ,FW
 ,FW
 ,FW
去,VCL
光阻,Na
廢水,Na
、,PAUSECATEGORY
清洗,Nv
廢水,Na
、,PAUSECATEGORY
蝕刻,
廢水,Na
 ,FW
 ,FW
光阻液,Na
、,PAUSECATEGORY
蝕刻,
廢液,Na
 ,FW
 ,FW
 ,FW
去,VCL
光阻,Na
廢水,Na
、,PAUSECATEGORY
清洗,Nv
廢水,Na
、,PAUSECATEGORY
蝕刻,
廢水,Na
 ,FW
 ,FW
光阻液,Na
、,PAUSECATEGORY
蝕刻,
廢液,Na
 ,FW
 ,FW
 ,FW
：,COLONCATEGORY
連續性,Na
排放,VC
廢水,Na
 ,FW
 ,FW
：,COLONCATEGORY
定期性,Na
排放,VC
廢液,Na
 ,FW
 ,FW
 ,FW
符號,Na
說明,Nb
：,COLONCATEGORY
 ,FW
 ,FW
圖,Na
5,Neu
 ,FW
 ,FW
IC,FW
 ,FW
製造廠,Nc
製程,Na
中,Ng
廢水,Na
污染物,Na
發生源,Na
 ,FW
 ,FW
6,Neu
  ,Nb
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
     ,ORG
(,PARENTHESISCATEGORY
A,FW
),PARENTHESISCATEGORY
晶片,Na
清洗,VC
廢水,Na
：,COLONCATEGORY
H2SO,FW
4,Neu
、,PAUSECATEGORY
H2O,FW
2,Neu
、,PAUSECATEGORY
HF,FW
、,PAUSECATEGORY
NH4OH,FW
、,PAUSECATEGORY
HCl,FW
。,PERIODCATEGORY
 ,FW
  ,Nb
(,PARENTHESISCATEGORY
B,FW
),PARENTHESISCATEGORY
去,VCL
光阻,Na
廢水,Na
：,FW
二甲苯,Na
、,PAUSECATEGORY
乙酸丁酯,Na
、,PAUSECATEGORY
甲苯,Na
、,PAUSECATEGORY
ABS,FW
。,PERIODCATEGORY
 ,FW
   ,ORG
(,PARENTHESISCATEGORY
C,FW
),PARENTHESISCATEGORY
濕式,A
蝕刻,
廢水,Na
：,COLONCATEGORY
HF,FW
、,PAUSECATEGORY
NH4F,FW
、,PAUSECATEGORY
HNO3,
、,PAUSECATEGORY
H2O2,FW
、,PAUSECATEGORY
HCl,FW
、,PAUSECATEGORY
H2SO,FW
4,Neu
、,PAUSECATEGORY
HAC,FW
、,PAUSECATEGORY
H3PO4,
、,PAUSECATEGORY
HBr,FW
、,PAUSECATEGORY
Al,FW
、,PAUSECATEGORY
Si,FW
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
D,FW
),PARENTHESISCATEGORY
洗,VC
爐管,Na
廢水,Na
：,COLONCATEGORY
HF,FW
。,PERIODCATEGORY
(,PARENTHESISCATEGORY
E,FW
),PARENTHESISCATEGORY
純水,Na
設備,Na
再生,VH
廢水,Na
：,COLONCATEGORY
NaOH,FW
、,PAUSECATEGORY
HCl,FW
、,PAUSECATEGORY
H2SO,FW
4,Neu
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
2,Neu
),PARENTHESISCATEGORY
濕式,A
洗滌塔,Na
廢水,Na
：,COLONCATEGORY
洗滌,VC
廢氣,Na
所,D
含,VC
之,DE
污染質,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
IC,FW
 ,FW
構,Na
裝,VC
製造,VC
作業,Na
主要,A
污染源,Na
為,VG
切割,Na
、,PAUSECATEGORY
電鍍,Na
、,PAUSECATEGORY
浸錫,Na
、,PAUSECATEGORY
清洗,Nv
等,Cab
廢水,Na
，,COMMACATEGORY
 ,FW
 ,FW
如,P
圖,Na
 ,FW
5.1,Neu
-,DASHCATEGORY
6,Neu
 ,Na
所,D
示,VC
。,PERIODCATEGORY
各,Nes
股,Nf
污染源,Na
所,D
包含,VJ
的,DE
化學,Na
物質,Na
列示,VC
如下,VG
：,FW
 ,Na
 ,Na
 ,Na
(,PARENTHESISCATEGORY
A,FW
),PARENTHESISCATEGORY
切割,VC
廢水,Na
：,COLONCATEGORY
晶片,Na
切割,Na
研磨,VC
廢水,Na
。,PERIODCATEGORY
(,PARENTHESISCATEGORY
B,FW
),PARENTHESISCATEGORY
電鍍,Na
廢水,Na
：,COLONCATEGORY
脫脂,VH
過程,Na
之,DE
有,V_2
機物,Na
及,Caa
電鍍,Nv
程序,Na
的,DE
Cu2+,FW
、,PAUSECATEGORY
Ni2+,FW
、,PAUSECATEGORY
Zn2+,FW
、,PAUSECATEGORY
  Pb2+,FW
、,PAUSECATEGORY
Ag2+,FW
、,PAUSECATEGORY
氰化物,Na
、,PAUSECATEGORY
氟化物,Na
等,Cab
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
C,FW
),PARENTHESISCATEGORY
浸錫,Na
廢水,Na
：,COLONCATEGORY
助焊劑,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
D,FW
),PARENTHESISCATEGORY
清洗,Nv
廢水,Na
：,FW
H2SO,FW
4,Neu
、,PAUSECATEGORY
HNO3,
、,PAUSECATEGORY
H2O,FW
2,Neu
、,PAUSECATEGORY
