Entity,EntityIndex,Relation,RelationIndex
"['國內電子業', '廠內', '案例']","[3, 6, 9]","['為', '進行', '回收']","[1, 4, 7]"
['溶劑'],[2],"['回收', '進行', '純化']","[1, 3, 4]"
"['本案例', '廢異丙醇', '說明']","[2, 5, 7]","['回收', '如下']","[6, 8]"
"['後', '蒸餾', '分餾方 式']","[0, 2, 5]",['回收'],[7]
"['其廢溶劑處理流程', '圖', '-', '所示']","[3, 5, 7, 10]",[],[]
"['圖', '-', 'D', '資源化處理', '丙醇']","[0, 2, 4, 9, 12]","['流程', '   異']","[10, 11]"
['液體'],[4],"['為', '無色']","[2, 3]"
"['丙酮及其衍生物、 甘油', '溶劑、脫水劑、洗劑']","[7, 17]","['用於', '製造', '用於', '作為']","[0, 1, 11, 12]"
"['純', '可', '', '溶劑沸點']","[2, 5, 7, 11]","['化', '時', '', '而']","[3, 4, 7, 13]"
"['時', '蒸餾方式', '水與異丙醇']","[2, 7, 13]","['純化', '共沸', '分離']","[1, 5, 15]"
"['電子', '產業', '廢異丙醇水溶液均', '純化']","[3, 5, 13, 18]","['相關', '產生', '進入', '製程']","[4, 7, 16, 17]"
"['其資源', '處理流程', '圖', '-', '所']","[1, 4, 6, 8, 10]",['化'],[2]
"['圖', '-', 'D', '丙醇資源化處理', 'B.', '高', '']","[0, 2, 4, 10, 13, 22, 24]",['流程'],[11]
['其優點'],[1],"['為', '操作', '簡單']","[2, 3, 4]"
['廢溶 劑'],[3],"['回收', '利用']","[4, 6]"
"['2', '資源', '成效', 'D 廠', '考量']","[1, 3, 5, 10, 14]","['化', '基於']","[4, 11]"
"['資源', '產品', '其他工業製程']","[0, 2, 7]","['化', '提供', '使用']","[1, 4, 8]"
"['閥之尾氣', '活性碳', '後', '大氣']","[3, 7, 9, 13]","['呼吸', '吸附', '排']","[0, 8, 11]"
"['機構', '前處理步驟']","[3, 7]","['利用', '適當']","[2, 4]"
"['-', '3', '二   E', '為', '電子']","[0, 3, 6, 8, 10]",[],[]
"['本案例', '丙酮', '說明']","[2, 5, 7]","['廢', '回收', '如下']","[4, 6, 8]"
"['重力沈降方式', '前']","[4, 6]","['採用', '進行', '處理']","[1, 5, 7]"
"['簡易', ' 餾', '分餾方式']","[2, 7, 10]","['回收', '設備', '進行', '蒸', '回收']","[3, 4, 5, 6, 12]"
"['其廢溶劑處理流程', '圖', '-', '所示']","[3, 5, 7, 10]",[],[]
"['圖', '-', 'E', '資源化處理', 'B.']","[0, 2, 4, 9, 12]",['流程'],[10]
"['其', '原理', '各物質之沸點', '', '特有', '平衡', '來', '']","[0, 2, 8, 10, 13, 15, 17, 20]","['利用', '不同', '關係', '分離']","[4, 9, 16, 19]"
"['率', '～', '％左右']","[1, 4, 7]","['回收', '達']","[0, 2]"
"['其它', '各種', '溶劑都']","[2, 6, 10]","['添加', '用', '進行', '回收']","[7, 8, 12, 13]"
"['2', '資源', '成效', '收集之廢溶劑（', '）', '日', '公斤']","[1, 3, 5, 14, 17, 20, 23]","['化', '廢', '每', '50']","[4, 15, 19, 22]"
['分離'],[3],"['做', '回收', '利用']","[2, 4, 6]"
"['溶劑簡易', '裝置', '率', '%', '%', '%']","[1, 3, 5, 10, 13, 15]","['回收', '回收']","[2, 4]"
"['每月電費', 'kwh', '4 kwh', '/', '×', ' 日', '月', '1,040元', '月', '年', '為', '元', '12 月/年', '元', '年', '.', '處理費', '每', '作業', '為']","[3, 9, 11, 17, 19, 21, 23, 26, 28, 30, 32, 34, 40, 43, 45, 47, 49, 51, 53, 55]","['為', '＝']","[4, 41]"
"['每月', ' 理時間', '20', '日', '26', '/', '＝520', '/', '每', '處理', '為', '月×12月', '＝', ' 分', '年', '6,240', '/', '折合', '天數為', '工作', '以', '小時', '）']","[1, 4, 7, 10, 12, 14, 17, 19, 21, 23, 25, 32, 35, 37, 39, 41, 43, 45, 48, 50, 56, 58, 60]","['處', '為', '/']","[2, 5, 33]"
"['折 合', ' 日', '為', '元', '×', ' 日', '年', '19,500元', '年']","[0, 3, 5, 7, 10, 12, 14, 17, 19]","['1,500']",[6]
"['費用', '＝', '元', '年', '19,500', '＝', '元', '年', '效益', '該', '％（', '時']","[3, 8, 10, 12, 14, 18, 20, 22, 24, 26, 33, 38]",['支出'],[1]
"['該生產線每年廢溶劑', '％時', '為', '/']","[4, 9, 13, 16]","['回收', '利', '益', '631,020']","[5, 11, 12, 14]"
"['晶圓', '製程的品質與成本', '', '因素']","[0, 6, 9, 11]","['佔有', '重要']","[7, 8]"
"['晶圓數量', '半導體', '製程', '數量']","[3, 7, 10, 12]","['決定', '影響']","[0, 6]"
"['產量', '成本的經濟效應']","[6, 11]","['伴隨', '來', '搭配']","[1, 3, 7]"
"['圖', '-', '所']","[1, 3, 5]",[],[]
"['鑽石刀具切割法', '圖6.3-', '方式', '圖', '晶圓', '直徑', '越']","[2, 8, 12, 14, 16, 18, 20]","['越來', '大']","[19, 21]"
"['此製程', '~', '%', '耗損']","[1, 6, 9, 11]","['降', '低']","[3, 4]"
"['其中', '磨粒鋸切方式', '鋼線', '鋼琴 線', '上', '電鍍', '硬銲', '方式']","[0, 4, 7, 10, 12, 16, 18, 20]","['固定', '利用', '燒結']","[1, 13, 14]"
"['鑽石', '鋼線上']","[1, 5]","['固定', '進', '進行', '切割']","[2, 6, 8, 9]"
"['磨料', '工件間', '磨削運動']","[1, 4, 9]","['進行', '相對']","[5, 6]"
"['磨料普遍', '綠色', '矽（']","[3, 5, 9]","['碳', '化', 'SiC']","[6, 7, 10]"
"['量', '硬度', '', '雜質（', '', '', '', '較少']","[2, 5, 8, 11, 14, 16, 18, 23]","['考', '高', '價格', 'Al', '']","[1, 3, 7, 13, 23]"
"['近年', '工業上', '漸', '高', '', '取代']","[1, 4, 6, 9, 11, 13]","['來', '更', '硬度']","[2, 8, 10]"
"['油應 ', '需求']","[3, 8]","['要求', '切削', '回收', '利用', '增加']","[0, 1, 4, 6, 11]"
"['磨料與切削油', '一個', '']","[3, 10, 12]","['發展', '回收', '使用', '成為', '']","[0, 4, 6, 8, 12]"
"['本系統', '磨料、矽及油三者比重', '性質', '轉速']","[1, 9, 12, 16]","['利用', '不同', '進行', '不同', '']","[2, 10, 13, 14, 16]"
"['內、外 槽體', '離心力']","[5, 10]","['利用', '不同', '轉速', '產生']","[0, 6, 7, 8]"
"['磨料的回收率', '%', '', '率約', '矽的去除', '40']","[3, 7, 9, 12, 18, 21]","['90', '約']","[5, 20]"
"['每 次', '磨料', '切削油中', '矽含量']","[2, 5, 8, 13]","['換算', '回收', '殘留']","[0, 3, 11]"
"['系統', '矽量']","[5, 7]","['使', '回收', '含', '過多']","[2, 3, 6, 10]"
"['列舉', '原則', '事項']","[0, 4, 6]","['相關', '注意']","[1, 5]"
"['設備', '系統之作業程序及預定進度']","[3, 11]","['規劃', '完整', '選用']","[0, 1, 4]"
"['其', '資源', '方案']","[1, 5, 7]","['找出', '應用', '化']","[0, 3, 6]"
"['各項資源', '方 案', '污染', '量之預期效果']","[5, 7, 10, 15]","['評估', '化', '減少', '產生']","[2, 6, 9, 11]"
"['些資源', '方案', '工廠', '場地面積']","[3, 5, 8, 11]","['有', '化', ' 足']","[1, 4, 13]"
"['以', '化', '建議']","[0, 4, 7]","['提供', '資源', '技術']","[2, 3, 5]"
"['實驗', '資源', '流程的可行 性']","[1, 3, 8]","['確認', '化']","[2, 4]"
"['圖', '-', '所']","[1, 3, 5]",[],[]
"['2.', '研究', '廢棄物品質', '類似', '蒐集、資源', '實驗、綜合評估', '', '實際計畫']","[1, 3, 6, 10, 16, 23, 26, 29]","['處理', '化', '']","[12, 17, 20]"
"['圖', '-', '資源', '系統', '評估實驗流程工廠提供', '適用性', '模擬實驗', ')模擬廠', '工程', '/', '107-', '資源', '圖7.2', '1']","[0, 2, 4, 6, 12, 15, 18, 22, 27, 29, 35, 37, 43, 45]","['規劃', '研究', ')']","[7, 16, 26]"
"['技術', ' 問單位', '工廠的立場', '處理方式']","[0, 3, 10, 15]","['顧', '站', '選擇', '適當']","[1, 6, 11, 12]"
"['資料之後', '工程']","[2, 5]","['取得', '進行', '化']","[0, 4, 6]"
"['資源', '方案']","[5, 7]","['研提', '行', '化']","[1, 3, 6]"
"['內容', '可行性試驗、設備', '規格、人員 訓', '試車']","[0, 5, 10, 13]","['包括', '詳細']","[1, 6]"
"['技術觀點', ' 工廠']","[3, 5]","['提供', '具體意見']","[4, 6]"
"['可行性試驗', '工作']","[3, 7]","['繼續', '協助', '相關', '進行']","[0, 1, 5, 8]"
"['9', '評核', '廠商', '系統配置圖、', '流程圖']","[1, 3, 5, 11, 13]","['得標', '提供', '製造']","[4, 7, 12]"
"['內容', '系統', '', '要求']","[0, 3, 7, 9]","['載明', '回收', '']","[1, 2, 7]"
"['步驟工作內容說明', '.', '技術', '負責擬定', '說明書']","[4, 8, 11, 14, 18]","['回收', '系統', '採購']","[15, 16, 17]"
"['', '或']","[6, 8]","['回收', '系統', '', '供應商']","[4, 5, 6, 7]"
"['圖 7.2', '1', '化', '評估流程背景資料蒐集廢棄物', '資源化', '流程', '是否', '評 估 研 究 建 ', '否', '研究流程評估', '參數是', ' 究 建 議 書 ', '進行', '研究 設 計 參', '估研究', '設計', '用概估', '費用', '招標發包工程', '硬體', '協助', '驗收', '試車', '驗收', '運轉', '中止中止', ' 否否 ', '是', '是性能', '-110 -（', '）', '設計書']","[1, 3, 5, 12, 16, 18, 20, 26, 30, 35, 39, 47, 50, 55, 61, 64, 67, 74, 78, 80, 83, 86, 88, 90, 92, 95, 100, 102, 106, 111, 113, 118]","['設備', '問題', '效果', '確定', '書 ', '進行', '評估', '研究', '設計', '評 ', ' 研', '是', '取', '基本', '工程', '設計', '估算', '造', '試', '車', '監造', '中止', '是', '是', '審核']","[6, 13, 19, 21, 28, 31, 32, 36, 37, 42, 44, 48, 58, 62, 70, 72, 75, 79, 81, 82, 84, 93, 97, 98, 114]"
"['回收', '', '可能', '', '控制', '', '', '', '系統、過濾器、攪拌', '定量', '設備', '設備', '洗眼器及淋']","[3, 5, 8, 11, 14, 16, 18, 20, 28, 31, 34, 37, 42]","['濕', '系統', '泵']","[1, 4, 10]"
"['行性試驗', '系統', '預期', '功能']","[3, 7, 12, 14]","['回收', '達到']","[6, 10]"
"['廠內', '保證']","[2, 5]","['提供', '確實']","[0, 3]"
"['廠內製程', '修改工作']","[3, 7]","['進行', '必要']","[0, 4]"
[''],[4],"['回收', '系統']","[2, 3]"
"['系統', '備用零件', '系統', '系統', '設置前', '備妥']","[4, 8, 12, 17, 20, 23]","['', '回收', '', '在']","[6, 10, 12, 16]"
"['系統供應商', '提供', '備用', '清單']","[3, 6, 8, 10]","['回收', '必要', '廠方', '零件']","[1, 5, 7, 9]"
"['供應商', '備用零件種', '數量']","[1, 6, 9]","['提供', '類', '超', '過', '需要']","[2, 7, 10, 11, 13]"
"['此方面廠方可', '種類', '', '請教']","[4, 11, 14, 16]","['相', '回收', '系統']","[8, 12, 13]"
"['經驗', ' 計及一 些', '零件', '設備', '備品', '這些零件', '時間']","[2, 7, 9, 13, 17, 22, 26]","['控制', '攪拌', '更', '準備', '緊急', '採購', '花費', '在內']","[8, 12, 14, 16, 19, 20, 24, 30]"
"['設備', '資料', '清單中']","[3, 5, 8]","['相關', '納入']","[4, 6]"
"['其', '電機機械設備、', '材料設備、尺 寸及其', '設計圖編號、預期', '進貨日期、訂單編號']","[0, 6, 14, 20, 26]","['組成', '建造', '相關', '實際']","[1, 7, 15, 21]"
"['時', '前後', '檢測工作']","[1, 7, 10]","['試車', '進行', '回收', '處理', '取樣']","[0, 3, 4, 5, 8]"
"['位置', '進流口', '口', '前']","[2, 5, 7, 11]","['取樣', '包括', '出流', '設備', '操作']","[0, 3, 6, 9, 10]"
"['雙方', '後', '']","[0, 3, 9]",['檢測'],[2]
"['廢液', '廢棄物', ' 試']","[5, 7, 10]","['使用', '相當量', '來', '測']","[2, 3, 8, 9]"
"['設備', '預期功能']","[2, 6]","['防', '達到']","[1, 4]"
"['', '', '', '技術', '實驗人員及', '人員', '人 數']","[3, 5, 7, 9, 13, 15, 18]",[],[]
"['年', '多少']","[4, 6]",[],[]
"['製程', '儀器']","[2, 6]","['維護', '敏感']","[1, 4]"
"['設備', '那些更改']","[1, 5]",['做'],[3]
"['現場操作人員', '實際', '上', '所在']","[5, 11, 14, 16]","['聊天', '查詢', '回收', '操作']","[6, 8, 9, 12]"
['系統廠牌'],[6],"['決定', '回收', '因素']","[2, 3, 8]"
['系統安裝、試車及操作人員'],[9],"['來', '練']","[1, 11]"
"['例', '些代理商', '']","[0, 4, 12]","['有', '提供', '零件']","[2, 7, 11]"
"['些代理商', '此套系統所有技術', '服務工 作']","[2, 10, 14]","['有', '提供', '維修']","[0, 5, 11]"
"['-', '分析', '資源', '成本']","[2, 7, 9, 12]",['化'],[10]
"['原因', '產源', '穩定性']","[0, 2, 4]","['包括', '不']","[1, 3]"
"['廢棄物質量變', '', '市場', '', '', '', '不足']","[2, 4, 7, 9, 12, 15, 17]","['異性', '塞', '轉運', '', '等']","[3, 11, 14, 15, 18]"
"['資源', '產品之市場性', '也']","[0, 4, 6]",['化'],[1]
"['產品規格及供需', '特性', '管道、市場價格、經營方式']","[4, 7, 15]","['包括', '配合', '行銷']","[0, 5, 8]"
"['資源', '產品市場銷售網', '', '國外市場資訊', '憑証', '困 難、資源', '成本', '', '原料市場價格', '國外市場價格競爭', '問題之變異 性']","[1, 5, 7, 12, 14, 18, 20, 22, 26, 32, 37]","['化', '不易建立', '缺乏', '買賣', '取得', '化', '過高', '再生', '偏低', '大']","[2, 6, 8, 13, 15, 19, 21, 23, 27, 39]"
"['項目', '成本', '效益', '效 益及回收期限']","[2, 6, 9, 15]","['分析', '包括', '投資', '回收', '淨']","[1, 3, 4, 7, 10]"
"['1', '處理系統要素評估', '', '', '', '穩定性', '2）', '）', '運輸成本', '異', '4）投資', '.', '成立', 'C', '計畫', '.', '（5）', '處理容量規劃', '.處理', 'B', '編制', '.', '操作', '   a.', '115', 'b.反應溫度', '2', '平衡', '數量計算（', '槽體', '1）模廠', '設備', '安裝', '', '承受']","[0, 6, 11, 13, 15, 17, 20, 25, 28, 33, 37, 40, 47, 50, 57, 59, 67, 75, 83, 85, 88, 90, 92, 94, 98, 101, 107, 110, 118, 121, 130, 133, 136, 140, 142]","['回收', '代', '體系', '利用', '  D', '1', '）', '量 ', '.', '條件', 'c', '體積']","[2, 42, 49, 56, 58, 77, 78, 84, 86, 93, 102, 122]"
"['2', '模廠操作試驗及樣品監測分析', '試車', '因子操作試驗C', '（3', '設備', '改善  B', '   C.', '（4', '   A.尺寸放大', '因子', '.處理容量', '整廠', '規劃D.', '（5', '6）', '材質、施工', '小', '8）污染防治', '.', '處理', '-', '.', '漏偵測', '貯槽', '（', '系統、反應系統', '', '結晶', '', '', '系統', '']","[1, 9, 13, 23, 30, 37, 40, 46, 52, 61, 63, 67, 71, 75, 79, 85, 95, 97, 102, 104, 106, 109, 111, 114, 116, 118, 128, 131, 134, 136, 140, 143, 146]","['確保', '無', '洩', '漏', '）', '模廠', '.', '設定', '）', '先期', '規劃', '設備', '）', '系統', '', '-', '9', '整廠', '監控']","[14, 15, 16, 17, 31, 32, 41, 47, 53, 56, 68, 72, 80, 86, 93, 107, 119, 147, 149]"
"['3', '經濟效益分析', '物質產值、清理費用收費']","[1, 5, 14]","['包括', '回收']","[7, 8]"
"['4', '資源化廠設置經費概算', '.', '部分工程款', '料款部分   c', 'B.物料成本', '資源', '回收廠經濟效益', '■', '建設■', '■其他費用b.每', '維護', '■', '', '維護', '■原料費■', '■', '■', '回收運費', 'c.每年節省回收', '代', 'd.', '還原因子', 'CRF', '＝', '+i)n', '/', '(', '+i)n-1]i', '＝使用', '設備折舊費', '初設', '原因子', '均', '＝', '1', ')', '(', '1', 'e＝', 'n＝使用年限均', '操作', '×均', '均', '年', '回收費', '×', '年', '節', ' 益', '年節', '均化年', ')', '因子', '均', '率F現值', '＝[', ')', '(1', ']', '使用', '年', '1+i)', '均化', '淨效', '＝初設', 'g.處理成本■每', '收入■', '成本', '折舊費', '＝每年', '年回收', '收入■', '成本＝', '＋營運成本', '-119', '.', '', '案例']","[1, 7, 12, 18, 23, 29, 32, 40, 45, 48, 57, 60, 62, 64, 67, 71, 73, 75, 78, 87, 92, 94, 100, 102, 104, 109, 111, 113, 117, 124, 130, 133, 139, 141, 146, 151, 154, 162, 168, 177, 186, 189, 195, 199, 201, 205, 210, 217, 224, 237, 243, 252, 256, 258, 263, 271, 274, 279, 286, 289, 293, 298, 306, 311, 313, 319, 330, 335, 337, 341, 347, 353, 356, 361, 367, 374, 379, 383, 389]","['化', '廠房', '操作', '管銷費', '水電費', 'n', '還', 'e.', '{', '+', '；', '數', '節', '化', '現值', '/', '報酬', '+', 'F', 'F', ')', '＝', '設備', '投資', '回收', '(', '＝', '年', 'P', '利率', '產品', '固定', '成本', '處理', '成本']","[33, 46, 59, 65, 72, 122, 138, 140, 147, 152, 181, 198, 202, 216, 257, 262, 268, 277, 278, 284, 288, 291, 292, 296, 297, 303, 309, 312, 316, 325, 333, 336, 344, 359, 364]"
"['資源', '應用技術']","[3, 6]",['手冊'],[7]
"[' 年', '技術知識服務計畫']","[3, 9]",[],[]
"['民國', '年', ' 月']","[0, 2, 4]",[],[]
"['晶圓', '體材料技術']","[3, 6]",[],[]
"['半導體廠高濃', '氫氟酸']","[2, 7]","['度', '廢', '回收', '利用']","[3, 4, 8, 10]"
"['矽晶圓', '後段製程之環境特性分析', '半 導體公司案', '生產之先期準備工作']","[1, 8, 13, 22]","['製造', '邁向', '清潔']","[2, 16, 17]"
"['13', '回收', '－']","[0, 5, 8]","['有機溶劑', '', '生產', '方法']","[3, 5, 7, 10]"
"['廢溶劑', '處理技術與案例']","[1, 6]","['回收', '探討']","[2, 7]"
"['有機溶劑', '', '生產', '方法']","[2, 4, 6, 9]","['廢', '回收', '清潔', '純化']","[1, 3, 5, 8]"
"['工程', '分離．']","[9, 22]","['製造', '排出', '廢', 'か']","[8, 11, 15, 17]"
"['28', '3', '-', ',', '國家', '出版品預行', '料                                 矽晶圓', '化應用技術', ' 編    著：', '；', '編 輯', '企畫', '王義基、', '', '', '張育誠、', '章長原、', '', ')  出 版 所', '經濟部工業局台北市', '', '(', ')', 'http://www.moeaidb.gov.tw', '行 所', '台北縣', '寶橋路 ', ' 號', 'www.tgpf.org.tw出版', '中華民國', ' 年', '初版', '  工 本 費', 'GPN：', '  ISBN：', '986-', '-', '平裝', '   矽', '製造業', '手冊', ',', '臺灣', '生產', '基金會', '著', '--', '.--臺北市', '工業局出版；', '生產力 ']","[0, 2, 7, 9, 12, 16, 20, 25, 29, 31, 39, 43, 48, 50, 52, 60, 68, 70, 80, 83, 87, 90, 92, 96, 98, 101, 103, 105, 117, 120, 122, 124, 133, 138, 141, 145, 147, 152, 154, 156, 161, 164, 166, 168, 170, 172, 174, 179, 183, 190]","['製造業', '手冊', '-', '：', '基金會']","[21, 26, 149, 180, 191]"
"['民 96.08', '21', '29.7', '   ISBN', '-', '-', '0736', '4', '平裝', '.--   ISBN', '-', '-', '-', '(', ')', '.', '利用', '工業', '第二十三', '半導體', '第二十三章半導', '概論', '幾', '來']","[1, 5, 7, 9, 11, 13, 16, 18, 20, 22, 24, 26, 30, 32, 34, 36, 38, 40, 45, 47, 52, 54, 56, 58]",['製造'],[48]
"['個人電腦、多媒體、工作站、網路、通信', '設備', '電子產品的需求量']","[10, 12, 18]","['相關', '激增']","[11, 19]"
"['其', '', '其他週邊產業']","[0, 2, 10]","['快速', '成長', '帶動', '繁榮']","[1, 3, 6, 11]"
"['晶圓', '上游產業', '產品設計', '晶圓製造', '', '光罩', '製造']","[2, 6, 10, 16, 20, 22, 26]","['伴隨', '加工', '包括']","[0, 3, 8]"
"['其中', '半導體後段製程', '', '（', '', '（', '', '（']","[0, 7, 11, 14, 17, 19, 22, 24]","['包括', '稱']","[1, 4]"
"['中', '提煉']","[2, 4]","['放入', '熔解']","[0, 3]"
"['表面', '圓柱', '結晶棒']","[3, 6, 8]","['拉引成', '粗糙', '狀']","[2, 4, 7]"
"['硬度鋸片', '線鋸', '圓柱', '片狀的晶圓', '）']","[5, 7, 9, 13, 21]","['高', '切成', '中德公司']","[3, 10, 19]"
"['1', '邊緣崩裂', '2', '製程中', '應力', '', '3', '未來製程中', '光阻層', '磊晶層的平坦度']","[3, 8, 10, 17, 20, 22, 24, 29, 31, 35]","['防止', '防止', '產生', '熱', '集中', '增加', '鋪設']","[5, 12, 18, 19, 21, 26, 30]"
"['四', '研磨', '蝕刻', '']","[1, 3, 8, 16]",['過'],[14]
['表面'],[1],"['進行', '研磨', '拋光']","[0, 2, 3]"
"['晶圓', '鏡面樣']","[1, 4]","['使', '像', '平滑']","[0, 2, 5]"
"['機械', '晶圓', '研磨機內']","[0, 4, 8]","['加工', '放置']","[1, 5]"
"['後的晶圓', '化學溶劑', '表面', '金屬碎屑', '雜質']","[3, 6, 8, 12, 15]","['研磨', '需用', '清除', '殘留']","[0, 4, 7, 9]"
"['各種高度', '清洗液與超音動處理']","[3, 10]","['包括', '潔淨']","[0, 4]"
"['晶片', '晶片', '狀態']","[1, 5, 8]","['使', '達到', '進行', '加工']","[0, 2, 4, 6]"
"['表面', '度、平坦度', '各項規格', '品質', '顧客的要求']","[2, 6, 10, 13, 17]","['包括', '潔淨', '確保', '符合']","[0, 3, 12, 14]"
"['晶片', '', '狀態']","[1, 4, 7]","['使', '維持', '無塵', '潔淨']","[0, 2, 3, 5]"
"['該容器', '晶片', '其中']","[1, 4, 7]","['確保', '固定']","[3, 5]"
"['蝕刻', '技術']","[2, 6]",['利用'],[1]
"['整片晶圓', '磷原子']","[3, 6]","['進行', '植入']","[4, 7]"
"['我們', '積體電路', '電晶體及部份的字元線']","[0, 5, 13]","['構成', '需']","[3, 7]"
"['金屬', '製程']","[2, 4]","['進行', '化']","[1, 3]"
"['每一道步驟', '後', '一些電性', '物理特性量測']","[5, 8, 14, 18]","['加工', '完', '都', '進行']","[6, 7, 9, 11]"
"['矽晶圓上', '電晶體', '其他電子元件', '最後', '產品', '電性測試區作電性量測']","[4, 6, 10, 12, 17, 24]","['製造', '加工', '完成', '送到']","[5, 14, 15, 20]"
"['廠內', '四大區', '）', '區', '在於', '顯微', '']","[2, 7, 11, 15, 17, 20, 22]","['分為', '利用', '照相', '縮小', '']","[5, 18, 19, 21, 22]"
"['二', '蝕刻', '我們', '電路圖']","[1, 3, 8, 12]","['經過', '定義', '出', '需要']","[4, 6, 7, 10]"
"['期間', '酸液', '']","[0, 3, 6]","['利用', '腐蝕']","[2, 5]"
"['高溫', '物質能量', '運動']","[1, 4, 7]","['利用', '給予', '產生']","[0, 2, 6]"
"['', '空區']","[2, 5]","['稱', '為', '真']","[1, 3, 4]"
"['真空區的機器', '沈積', '離子']","[2, 7, 9]","['用', '來', '作', '植入']","[4, 5, 6, 10]"
"['', '膜區']","[3, 7]","['稱', '為', '薄']","[2, 4, 6]"
"['我們', '晶片']","[1, 5]",['製造'],[3]
"['某一電性量測值的變異', '某一道', '製程', '任何']","[7, 11, 13, 17]","['判斷', '相關', '發生', '異常']","[8, 12, 16, 18]"
"['電氣測試值', '製程', '問題']","[4, 7, 10]","['來', '分析', '有']","[5, 6, 9]"
"['良品', '成本']","[3, 6]","['避免', '不', '增加', '製造']","[1, 2, 4, 5]"
"['製程', '測試配件']","[1, 7]","['針測', '換上', '不同']","[0, 3, 4]"
"['測試廠', '了', '測試機台的使用率']","[1, 3, 9]","['為', '提高']","[2, 4]"
"['下圖', '晶圓針', '流程圖']","[0, 3, 6]","['為', '測']","[1, 4]"
"['其流程', '下面幾道作業', '）', '針測', '分類（', '主要', '晶圓', '一顆晶粒的電氣特性']","[1, 6, 10, 13, 18, 25, 29, 37]","['包括', '並', '產品', '目', '每']","[2, 14, 16, 26, 31]"
['其'],[1],"['檢查', '為', '不良品']","[0, 4, 5]"
"['良率', '來', '晶圓', '過程']","[2, 4, 6, 9]","['高低', '判斷', '製造', '有誤']","[3, 5, 7, 11]"
"['晶圓', '過程', '切']","[1, 3, 5]","['表示', '製造', '正常']","[0, 2, 6]"
"['晶圓', '過程中']","[3, 7]","['表示', '製造']","[1, 4]"
"['電路的產品', '其', '晶圓針', '時', '測試結果資料', '修補機中']","[4, 7, 10, 12, 18, 24]","['擁有', '備份', '測', '產生', '送往', '射']","[0, 1, 11, 14, 20, 22]"
"['晶圓', '製程', '後', '晶圓中每一顆IC', '（']","[1, 6, 9, 18, 20]","['製造', '加工', '完成', '提供', '分離']","[5, 7, 8, 11, 25]"
"['電子', '技術']","[2, 4]","['製造', '不斷', '發展', '演進']","[3, 5, 6, 7]"
"['電子', '線路間', '熱量']","[1, 4, 8]","['傳遞', '產生', '去除']","[5, 6, 9]"
"['使用者', '了', '使用及', '便的操作環境']","[2, 4, 8, 13]","['提供', '安全', '簡']","[3, 5, 9]"
"['一個導線架上', '設計', '數個晶粒座']","[3, 7, 13]","['不同', '有']","[5, 9]"
"['導線架', '了晶粒', '位置']","[0, 5, 9]","['提供', '黏']","[4, 6]"
"['一個導線架上一', '設計', '一個', '數個晶粒座']","[5, 7, 11, 16]","['不同', '有']","[6, 9]"
"['電子影像處理技術', '晶粒上各個接點']","[4, 11]","['應用', '來', '確定']","[0, 5, 6]"
"['印字機', '程序', '每項工作', '印字']","[2, 6, 11, 15]","['自動化', '有', '來', '完成', '確保', '牢靠']","[0, 3, 7, 8, 13, 16]"
['成型'],[4],"['進行', '剪切']","[2, 3]"
"['檢驗', '', '為', '完成', '是否']","[3, 8, 10, 14, 16]","['', '封裝', '', '使用']","[8, 12, 14, 18]"
"['項目', '外引腳之平整性、共面度、腳距、印字', '膠體', '外觀檢驗']","[2, 13, 17, 24]","['檢驗', '包括', '清晰', '有', '損傷']","[0, 3, 15, 19, 20]"
"['電子封裝', '技術', '', '電路']","[3, 5, 11, 14]",['製造'],[4]
"['大量', '表面', '技術的需求']","[1, 7, 11]","['適合', '生產', '滿足', '黏著']","[0, 2, 6, 8]"
['入接腳數'],[5],"['提供', '高', '輸出']","[2, 3, 4]"
"['打線', '', '', '覆晶', '技術']","[3, 6, 12, 14, 18]","['為', '接合', '自動', '接合', '接合']","[1, 4, 9, 10, 15]"
"['打線', '（', '亦', '技術']","[6, 8, 16, 23]","['分述', 'Wire Bonding', '為', '']","[0, 9, 17, 22]"
"['此技術', '晶片', '導線架上']","[1, 4, 8]",['固定於'],[5]
"['近年', '其他技術']","[2, 6]","['來', '興起']","[3, 7]"
"['打線', '技術', '挑戰']","[0, 2, 5]","['接合', '受到']","[1, 4]"
"['其', '機具、設備及', '技術']","[5, 12, 14]","['長久', '來', '配合', '相關', '成熟']","[1, 3, 7, 13, 18]"
"['短期內', '技術', '容易', '其他技術']","[2, 5, 10, 13]","['打線', '接合', '不', '大', '為', '淘汰']","[3, 4, 8, 9, 11, 15]"
"['）', '自動', '技術', '1960']","[2, 4, 16, 19]","['接合', '（', '首先', '於']","[5, 6, 17, 18]"
"['晶片', '高分子捲帶上的金屬']","[4, 10]",['電路相連接'],[11]
"['入接腳數', '優點']","[6, 8]","['提供', '高', '輸出']","[2, 3, 4]"
"['）', '接合', '為', '首先', '而成']","[2, 4, 10, 16, 19]","['（', ' IBM']","[5, 11]"
"['覆晶', '連接長度', '電器特性', '接點密度']","[0, 7, 11, 16]","['接合', '具有', '短', '高', '輸出入']","[1, 2, 4, 13, 14]"
"['表面', '技術', '一方便', '', '技術']","[1, 4, 8, 10, 12]","['黏', '為', '快速']","[2, 5, 9]"
