Segmented Element,POS,Dependecies
"
",SPACE,punct
O,PUNCT,punct
/,PUNCT,punct
A=,PUNCT,conj
2,NUM,dep
"

",SPACE,punct
3,NUM,dep
段,NUM,mark:clf
"

",SPACE,mark:clf
O,PUNCT,punct
/,PUNCT,punct
A=,VERB,conj
1.2,NUM,dep
"

",SPACE,punct
3,NUM,dep
段,NUM,mark:clf
"

",SPACE,punct
有,VERB,dep
機,ADJ,amod
相濃,NOUN,dep
度[,PUNCT,punct
mol/dm,PROPN,dep
3,NOUN,dep
],PUNCT,punct
"

",SPACE,punct
液相,NOUN,compound:nn
濃度,NOUN,ROOT
"

 

",SPACE,dep
[mol/dm,PROPN,dep
3,NOUN,ROOT
],PUNCT,ROOT
"

 ",SPACE,ROOT
醋酸,NOUN,compound:nn
"
 ",SPACE,ROOT
硝酸,NOUN,compound:nn
"
 ",SPACE,dep
氫氟,NOUN,compound:nn
酸,NOUN,dep
"
   ",SPACE,dep
矽,NOUN,dep
"

",SPACE,punct
4,NUM,nmod:range
"

",SPACE,punct
3,NUM,dep
"

",SPACE,punct
2,NUM,dep
"

",SPACE,punct
１,NUM,dep
"

",SPACE,punct
０,NUM,dep
"

",SPACE,punct
０,NUM,dep
"
",SPACE,punct
２,NUM,dep
"
",SPACE,punct
４,NUM,dep
"
",SPACE,punct
６,NUM,dep
"
",SPACE,punct
８,NUM,dep
"
",SPACE,punct
10,NUM,dep
"

",SPACE,punct
5,NUM,dep
"

",SPACE,punct
O,PUNCT,punct
/,PUNCT,punct
A,PUNCT,dep
=,PUNCT,dep
2,NUM,dep
"

",SPACE,punct
3,NUM,dep
段,NUM,mark:clf
"

",SPACE,nmod
(,PUNCT,punct
9,NUM,dep
.,NUM,dep
17,NUM,dep
",",PUNCT,punct
4,NUM,dep
),PUNCT,punct
"

",SPACE,punct
液相,NOUN,compound:nn
濃度,NOUN,conj
[mol/dm,PROPN,dep
3,NOUN,parataxis:prnmod
],PUNCT,punct
"

",SPACE,punct
有,ADJ,ROOT
機相,NOUN,ROOT
濃度,NOUN,ROOT
mol/dm,NOUN,dep
3,NOUN,dep
],PUNCT,punct
"


 
",SPACE,punct
-,CCONJ,punct
93,NUM,dep
-,CCONJ,dep
"

",SPACE,punct
圖,NOUN,dep
6,NUM,dep
.,ADJ,dep
1-6,NUM,ROOT
廢,ADJ,amod
混酸,NOUN,ROOT
以,ADP,case
磷酸,NOUN,compound:nn
三丁酯,NOUN,nsubj
(T,PUNCT,punct
BP),PUNCT,punct
萃取,VERB,nmod
分離,VERB,compound:vc
後,PART,case
的,PART,case
洗滌段,NOUN,compound:nn
數與,CCONJ,cc
有,ADJ,amod
機相,ADJ,amod
"
",SPACE,punct
濃度,VERB,acl
關係,NOUN,compound:nn
(洗,NOUN,punct
滌液,NOUN,dep
：,PUNCT,punct
12,NUM,dep
mol,NOUN,dep
/,PUNCT,punct
L,PUNCT,punct
醋酸,NOUN,ROOT
，,PUNCT,punct
O,PUNCT,ROOT
/,PUNCT,dobj
A=,PUNCT,punct
10,NUM,dep
),PUNCT,ROOT
"

 

",SPACE,ROOT
圖,NOUN,ROOT
6,NUM,dep
.,NUM,dep
1-7,NUM,ROOT
以,ADP,case
水自,ADP,case
磷酸,NOUN,compound:nn
三丁酯,NOUN,nmod:prep
(T,PUNCT,punct
BP),PUNCT,punct
脫除,VERB,acl
硝酸,NOUN,dobj
的,PART,mark
等,ADJ,amod
溫脫,NOUN,compound:nn
除線,NOUN,conj
及,CCONJ,cc
其麥,PROPN,dep
－,NOUN,punct
泰,PROPN,dep
"

",SPACE,nmod:prep
(,PUNCT,punct
McCabe,PUNCT,nmod:prep
-,NOUN,parataxis:prnmod
Thielie),PUNCT,punct
作,VERB,nmod:prep
圖法,NOUN,compound:nn
分析,VERB,dobj
"

  ",SPACE,compound:nn
醋酸,NOUN,compound:nn
"
  ",SPACE,dep
硝酸,NOUN,compound:nn
"
  ",SPACE,dep
氫氟,NOUN,compound:nn
酸,NOUN,dep
"
   ",SPACE,dep
矽,NOUN,dobj
"

",SPACE,punct
4,NUM,nmod:range
"

",SPACE,punct
3,NUM,dep
"

",SPACE,punct
2,NUM,dep
"

",SPACE,ROOT
１,NUM,dep
"

",SPACE,nsubj
０,NOUN,dep
"

",SPACE,case
０,NOUN,nmod:range
"
",SPACE,nmod:assmod
２,NOUN,dep
"
",SPACE,nmod:assmod
４,NUM,mark:clf
"
",SPACE,nmod:assmod
６,NUM,nmod:range
"
",SPACE,nmod:assmod
８,NOUN,dep
"
",SPACE,cop
10,NUM,dep
"

",SPACE,punct
０,NUM,dep
"

",SPACE,ROOT
20,NOUN,dep
"

",SPACE,dep
40,NUM,dep
"

",SPACE,ROOT
60,NUM,dep
"

",SPACE,punct
80,NUM,dep
"

",SPACE,punct
100,NUM,nmod:range
"
",SPACE,punct
5,NUM,nmod:range
"

",SPACE,punct
有,ADJ,dep
機相,ADJ,amod
濃度,NOUN,dep
"

 

",SPACE,punct
[mol/dm,NOUN,dep
3,NOUN,dep
],PUNCT,punct
"

",SPACE,punct
洗滌段,NOUN,dep
數,PUNCT,dep
[次,PUNCT,punct
數],PUNCT,punct
"

",SPACE,punct
總去,ADV,advmod
除率,VERB,conj
"

",SPACE,punct
[,PUNCT,dobj
"
",SPACE,dep
%,NOUN,dep
"
",SPACE,ROOT
],PUNCT,punct
4,NUM,ROOT
"

",SPACE,det
2,NUM,dep
"

",SPACE,det
０,NOUN,dep
"

",SPACE,dep
０,NOUN,mark:clf
"
",SPACE,dep
1,NUM,dep
"
",SPACE,dep
2,NUM,dep
"
",SPACE,dep
3,NUM,dep
"
",SPACE,dep
4,NUM,dep
"
",SPACE,dep
5,NUM,dep
"

",SPACE,dep
8,NUM,dep
"

",SPACE,dep
298,NUM,dep
K,PUNCT,dep
"

",SPACE,dep
323,NUM,dep
K,PUNCT,punct
"

",SPACE,punct
O,PUNCT,punct
/,PUNCT,punct
A=,PUNCT,conj
2.3,NUM,dep
"

",SPACE,punct
5,NUM,nummod
段,NUM,mark:clf
"

",SPACE,punct
4,NUM,nummod
段,NUM,mark:clf
"

",SPACE,mark:clf
O,PUNCT,punct
/,PUNCT,punct
A=,PUNCT,conj
1.1,NUM,dep
"

",SPACE,punct
液相,NOUN,compound:nn
濃度,NOUN,ROOT
"

 

",SPACE,punct
[mol/dm,NOUN,dep
3,NOUN,parataxis:prnmod
],PUNCT,punct
"

",SPACE,punct
有,ADJ,parataxis:prnmod
機,ADJ,amod
相濃,NOUN,ROOT
度[,PUNCT,punct
mol/dm,NOUN,dep
3,NUM,parataxis:prnmod
],PUNCT,punct
"


 
",SPACE,punct
-,PUNCT,punct
94,NUM,dep
-,PUNCT,ROOT
"

",SPACE,ROOT
圖,NOUN,dep
6,NUM,nmod:range
.,NUM,conj
1,NUM,dep
-,PUNCT,punct
8,NUM,dep
廢混,ADJ,dep
酸經,NOUN,dep
分離,VERB,nmod
醋酸,NOUN,conj
及,CCONJ,cc
硝酸,NOUN,dobj
後,PART,case
之,PART,case
廢,ADJ,amod
氫,NOUN,dobj
氟酸,NOUN,dobj
，,PUNCT,punct
以,ADP,case
磷酸,NOUN,compound:nn
三丁酯,NOUN,nmod:assmod
(T,PUNCT,punct
BP),PUNCT,parataxis:prnmod
"

",SPACE,punct
為萃,NOUN,parataxis:prnmod
取劑,NOUN,dobj
的,PART,mark
等,ADJ,amod
溫萃,NOUN,compound:nn
取線,NOUN,conj
及麥,CCONJ,cc
－,NOUN,nsubj
泰(,PROPN,punct
McCabe,PUNCT,punct
-,NOUN,parataxis:prnmod
Thielie),PUNCT,punct
分析,VERB,ROOT
"

",SPACE,compound:nn
圖,NOUN,dobj
6,NUM,nmod:range
.,NUM,punct
1,NUM,ROOT
-,NUM,dobj
9,NUM,ROOT
以,ADP,case
水自,ADP,nmod:prep
磷酸,NOUN,compound:nn
三丁酯,NOUN,nmod:prep
(T,PUNCT,punct
BP),PUNCT,punct
脫除,VERB,acl
氫氟,NOUN,compound:nn
酸,NOUN,dobj
的,PART,mark
等,ADJ,amod
溫脫,NOUN,compound:nn
除線,NOUN,conj
及,CCONJ,cc
其麥,PROPN,compound:nn
－,PROPN,nsubj
"
",SPACE,nmod:prep
泰(,PROPN,punct
McCabe,PUNCT,punct
-,NOUN,parataxis:prnmod
Thielie),PUNCT,punct
作,VERB,ROOT
圖法,NOUN,compound:nn
分析,VERB,conj
"

 ",SPACE,compound:nn
氫氟,NOUN,compound:nn
酸,NOUN,compound:nn
"
   ",SPACE,compound:nn
矽,NOUN,dobj
"
",SPACE,punct
2.5,NUM,nmod:range
"

",SPACE,dobj
2.0,NUM,dep
"

",SPACE,dobj
1.5,NUM,nmod:range
"

",SPACE,dobj
0.5,NUM,nmod:range
"

",SPACE,dobj
０,NUM,advmod:rcomp
"

",SPACE,dobj
０,NUM,dep
"
   ",SPACE,punct
1,NUM,dep
             ,SPACE,punct
2,NUM,nmod:range
"
",SPACE,punct
3,NUM,dep
"
",SPACE,punct
4,NUM,nmod:range
"
",SPACE,punct
5,NUM,dep
"
",SPACE,punct
7,NUM,dep
"

",SPACE,punct
3,NUM,dep
.,NUM,mark:clf
0,NUM,nmod:range
"

",SPACE,punct
O,PUNCT,dobj
/,PUNCT,punct
A,PUNCT,punct
=,VERB,punct
2.7,NUM,dep
"

",SPACE,punct
(,PUNCT,punct
6,NUM,dep
",",PUNCT,punct
2.3,NUM,parataxis:prnmod
),PUNCT,punct
"

",SPACE,punct
4,NUM,nmod:range
段,NUM,mark:clf
1.,NUM,dep
0,NUM,dep
"

",SPACE,dep
6,NUM,dep
"

",SPACE,dep
液相,NOUN,compound:nn
濃度,NOUN,dep
[mol/dm,PROPN,dep
3,NOUN,ROOT
],PUNCT,ROOT
"

",SPACE,ROOT
有,ADJ,amod
機相,NOUN,compound:nn
濃度,NOUN,ROOT
"

",SPACE,punct
[mol/dm,PROPN,dep
3,NUM,dep
],PUNCT,punct
"

",SPACE,punct
6,NUM,dep
"

",SPACE,punct
4,NUM,dep
"

",SPACE,punct
2,NUM,dep
"

",SPACE,punct
０,NOUN,dep
"

",SPACE,punct
０,NOUN,dep
"
",SPACE,punct
1,NUM,dep
"
",SPACE,punct
2,NUM,dep
"
",SPACE,punct
33,NUM,dep
"

",SPACE,punct
8,NUM,dep
"

",SPACE,dep
298,NUM,dep
K,PUNCT,dep
"

 ",SPACE,dep
323,NUM,dep
K,PUNCT,punct
"

",SPACE,punct
O,PUNCT,punct
/,PUNCT,punct
A=,VERB,conj
4.,NUM,dep
0,NUM,dep
"

",SPACE,punct
9,NUM,nummod
段,NUM,mark:clf
"

",SPACE,punct
4,NUM,dep
段,NUM,mark:clf
"

",SPACE,punct
O,PUNCT,punct
/,PUNCT,punct
A=,VERB,conj
2.3,NUM,dep
"

",SPACE,punct
有,ADJ,amod
機,ADJ,amod
相濃,NOUN,dep
度[,PUNCT,punct
mol/dm,PROPN,dep
3,NOUN,parataxis:prnmod
],PUNCT,punct
"

",SPACE,punct
液相,NOUN,compound:nn
濃度,NOUN,dep
"

 

",SPACE,punct
[mol/dm,PROPN,dep
3,NUM,parataxis:prnmod
],PUNCT,punct
"


 ",SPACE,punct
-,PUNCT,punct
95,NUM,dep
-,PUNCT,punct
"

",SPACE,punct
4.,NUM,dep
結語,NOUN,ROOT
"

",SPACE,punct
應用,ADJ,amod
溶劑,NOUN,compound:nn
萃取,NOUN,compound:nn
技術,NOUN,nsubj
可以,VERB,aux:modal
有效,VERB,advmod:dvp
地,PART,mark
分離,VERB,ROOT
純化,ADJ,compound:nn
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
製程,NOUN,nmod:assmod
之,PART,case
化學,NOUN,compound:nn
蝕刻,NOUN,nmod:assmod
的,PART,case
廢混,NOUN,dobj
酸,NOUN,dep
，,PUNCT,punct
經,ADP,case
由,ADP,case
一系列,NUM,nmod:assmod
的,PART,case
萃取,NOUN,conj
、,PUNCT,punct
洗滌,NOUN,conj
、,PUNCT,punct
脫硫,VERB,nmod:assmod
的,PART,case
程序,NOUN,dep
，,PUNCT,punct
利用,ADJ,amod
混合,NOUN,compound:nn
靜制,NOUN,compound:nn
設,NOUN,conj
備(,NOUN,punct
Mixer,PUNCT,punct
-,NOUN,parataxis:prnmod
Settler,PUNCT,parataxis:prnmod
),PUNCT,punct
"
",SPACE,parataxis:prnmod
及,CCONJ,cc
對不,ADP,case
同,CCONJ,cc
有,ADJ,amod
機酸,NOUN,compound:nn
具高,ADJ,amod
選擇性,NOUN,dobj
的,PART,mark
溶劑,NOUN,nmod:prep
，,PUNCT,punct
依序,ADV,advmod
分離,VERB,ROOT
出單,ADJ,advmod:rcomp
一,ADJ,amod
成分,NOUN,nmod:assmod
的,PART,case
純酸,NOUN,dobj
。,PUNCT,punct
同時,ADV,advmod
，,PUNCT,punct
萃取,NOUN,appos
"
",SPACE,nsubj
用,VERB,acl
的,PART,mark
溶劑,NOUN,nsubj
可以,VERB,aux:modal
極,ADV,advmod
小,VERB,amod
的,PART,mark
損耗量,VERB,ROOT
，,PUNCT,punct
不斷,VERB,advmod:dvp
地,PART,mark
循環,ADV,advmod
使用,VERB,conj
。,PUNCT,punct
過去,NOUN,nmod:tmod
溶劑,NOUN,compound:nn
萃取,NOUN,compound:nn
技術,NOUN,nmod:topic
除,ADP,case
被,X,auxpass
廣泛,ADV,advmod
應,VERB,dep
"
",SPACE,punct
用,VERB,dep
於濕,ADP,compound:nn
法冶,NOUN,compound:nn
煉銅,NOUN,nmod:prep
廠外,NOUN,case
，,PUNCT,punct
國內,NOUN,nsubj
亦,ADV,advmod
被,X,auxpass
成功,VERB,advmod:dvp
地,PART,mark
商業化,VERB,compound:vc
應用,VERB,ROOT
在,ADP,case
印刷電,NOUN,compound:nn
路板,NOUN,compound:nn
廠廢,NOUN,amod
蝕刻,ADJ,amod
銅液,NOUN,nmod:prep
"
",SPACE,punct
的,PART,case
銅,NOUN,compound:nn
回收,NOUN,compound:nn
製程,NOUN,nmod:prep
。,PUNCT,punct
雖然,SCONJ,advmod
國內,NOUN,compound:nn
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
廠,NOUN,dep
，,PUNCT,punct
因此,ADV,advmod
化學,NOUN,nsubj
蝕刻,VERB,acl
廢液,NOUN,nmod:assmod
的,PART,case
量不,PUNCT,nsubj
大,VERB,dep
，,PUNCT,punct
多,ADV,advmod
採,VERB,ROOT
自行,VERB,ccomp
"
",SPACE,dobj
於廠,NOUN,dobj
作,VERB,conj
廢水,NOUN,compound:nn
處理,NOUN,dobj
。,PUNCT,punct
然而,ADV,advmod
從,ADP,case
資源,NOUN,nsubj
永續,VERB,acl
及,CCONJ,cc
循環,NOUN,compound:nn
經濟,NOUN,dep
的,PART,case
層面,NOUN,nmod:prep
考量,VERB,dep
，,PUNCT,punct
未,ADV,advmod
來,PUNCT,punct
仍,ADV,advmod
應將,VERB,aux:modal
其,PRON,dep
回收,VERB,ROOT
"
",SPACE,punct
再,ADV,advmod
利用,VERB,conj
。,PUNCT,ROOT
"


 ",SPACE,punct
-,PUNCT,punct
96,NUM,dep
-,PUNCT,cc
"

",SPACE,punct
6,NUM,dep
.,NUM,dep
2,NUM,amod:ordmod
廢溶,NOUN,compound:nn
劑,NOUN,compound:nn
資源,NOUN,compound:nn
化案,NOUN,dep
例,PUNCT,punct
"

",SPACE,ROOT
1.,NUM,ROOT
前言,NOUN,dep
"

",SPACE,punct
矽晶,NOUN,compound:nn
圓產,NOUN,compound:nn
業,NOUN,nsubj
產生,VERB,acl
之,PART,mark
廢,NOUN,advmod
溶劑,NOUN,compound:nn
種類,NOUN,nsubj
常見,ADV,advmod
有,VERB,ROOT
異丙醇,NOUN,conj
、,PUNCT,punct
丙酮,NOUN,conj
、,PUNCT,punct
乙醇,NOUN,conj
及,CCONJ,cc
甲醇,NOUN,dobj
等,PART,etc
，,PUNCT,punct
主要,ADV,advmod
"
",SPACE,conj
用,VERB,conj
於晶圓,NOUN,compound:nn
清洗,NOUN,compound:nn
等,PART,etc
製程,NOUN,nmod:topic
所,PART,aux:prtmod
產生,VERB,ccomp
，,PUNCT,punct
目前,NOUN,nmod:tmod
國內,NOUN,compound:nn
矽晶,NOUN,compound:nn
圓廠商,NOUN,nsubj
因,ADP,case
其,PRON,compound:nn
廠內,NOUN,compound:nn
廢溶,NOUN,compound:nn
劑產,NOUN,dobj
量較,ADP,advmod
不具,VERB,conj
"
",SPACE,punct
廠內,NOUN,compound:nn
回收,NOUN,compound:nn
經濟,NOUN,compound:nn
價值,NOUN,dobj
，,PUNCT,punct
一般,ADV,advmod
皆委,VERB,ROOT
託廠,VERB,dep
外,PART,case
合格,VERB,acl
清除,NOUN,dep
處理,NOUN,etc
回收,NOUN,punct
處理,NOUN,punct
。,PUNCT,punct
以下,PRON,advmod
介紹,VERB,ROOT
兩案,NOUN,dobj
"
",SPACE,punct
例,PUNCT,punct
，,PUNCT,punct
一,NUM,dep
為,VERB,cop
國內,NOUN,dep
一,NUM,dep
廢,ADJ,amod
溶劑,NOUN,nmod:assmod
之,PART,case
再,NOUN,advmod
利用,ADJ,amod
工廠,NOUN,conj
，,PUNCT,punct
一,NUM,dep
為,VERB,cop
國內,NOUN,compound:nn
電子,NOUN,nsubj
業進,VERB,acl
行廠,NOUN,compound:nn
內,NOUN,case
回收,NOUN,dobj
之,PART,mark
案,NOUN,conj
例,PUNCT,punct
。,PUNCT,punct
"

",SPACE,punct
2,NUM,dep
.,NOUN,punct
案例,NOUN,dep
一,NUM,dep
"

",SPACE,punct
D,PUNCT,punct
廠為,NOUN,cop
國內,NOUN,dep
一,NUM,dep
廢,ADJ,amod
溶劑,NOUN,nmod:assmod
之,PART,case
再,NOUN,dep
利用,NOUN,amod
工廠,NOUN,ROOT
，,PUNCT,punct
並回,VERB,conj
收溶,VERB,conj
劑進,VERB,dobj
行純化,NOUN,conj
，,PUNCT,punct
提供,VERB,conj
其他,DET,det
工業,NOUN,compound:nn
"
",SPACE,punct
製程,NOUN,compound:nn
使用,NOUN,ccomp
。,PUNCT,punct
本案,NOUN,dep
例,PUNCT,punct
以,ADP,case
廢異,NOUN,compound:nn
丙醇,NOUN,compound:nn
回收,NOUN,nmod:prep
說明,NOUN,ROOT
如下,VERB,compound:vc
。,PUNCT,punct
（,PUNCT,punct
1,NUM,dep
）,PUNCT,punct
製程,NOUN,conj
及,CCONJ,cc
原理,ADJ,ROOT
"

",SPACE,punct
A,PUNCT,punct
.,PUNCT,punct
製程,NOUN,compound:nn
"

",SPACE,nsubj
D,PUNCT,punct
廠於,NOUN,nsubj
有,ADJ,amod
機廢,NOUN,compound:nn
溶劑,NOUN,compound:nn
回收,NOUN,dep
處理,NOUN,dep
前,PART,case
，,PUNCT,punct
先,ADV,advmod
採用,VERB,ROOT
重力,ADV,dep
沈降,PUNCT,punct
、,PUNCT,punct
過濾,VERB,compound:nn
、,PUNCT,punct
浮除,NOUN,dobj
"
",SPACE,punct
等,PART,etc
方式,NOUN,nsubj
進行,VERB,ccomp
前,PART,case
處理,NOUN,dobj
，,PUNCT,punct
以利,ADP,case
後續,ADJ,amod
流程,NOUN,nsubj
順利,ADV,advmod
進行,VERB,conj
，,PUNCT,punct
之後,ADV,advmod
以,ADP,case
蒸餾,NOUN,dep
/,PUNCT,punct
分餾,NOUN,compound:nn
方,NOUN,nmod:prep
"
",SPACE,case
式予,VERB,nmod:prep
以,VERB,conj
回收,NOUN,dobj
，,PUNCT,punct
而,ADV,advmod
蒸餾,VERB,nmod
後,PART,case
之,PART,case
殘,NOUN,nsubj
渣則,ADV,advmod
交由,VERB,conj
合法,ADJ,amod
清理,NOUN,compound:nn
廠商,NOUN,dobj
以,ADP,case
焚化,NOUN,compound:nn
方式,NOUN,nmod:prep
減量,VERB,ccomp
"
",SPACE,punct
處理,NOUN,dobj
。,PUNCT,punct
其廢,NOUN,compound:nn
溶劑,NOUN,compound:nn
處理,NOUN,compound:nn
流程,NOUN,nsubj
如圖,ADP,case
6,NUM,dep
.,NUM,dep
2-1,NUM,nmod:prep
所示,VERB,ROOT
。,PUNCT,punct
圖,NOUN,ROOT
6,NUM,case
.,NUM,ROOT
2-1,NUM,dep
D,PUNCT,punct
廠廢,NOUN,compound:nn
溶劑,NOUN,compound:nn
資源化,NOUN,dep
處理,NOUN,dep
流程,NOUN,amod
"

 

",SPACE,punct
異丙,NOUN,ROOT
醇(,NOUN,ROOT
I,PUNCT,punct
sopropyl,PUNCT,punct
Alcohol,PUNCT,punct
，,PUNCT,punct
IPA,PUNCT,dep
)為,PUNCT,punct
無色,ADJ,amod
液體,NOUN,ROOT
，,PUNCT,punct
沸點,NOUN,nsubj
為,VERB,conj
82,NUM,dep
.,NUM,dep
4,NUM,dep
℃,NUM,mark:clf
，,PUNCT,punct
"
",SPACE,punct
閃火,NOUN,compound:nn
點,NOUN,nsubj
11,NUM,ROOT
.,NUM,conj
7,NUM,conj
℃,NUM,mark:clf
，,PUNCT,punct
具,VERB,conj
可燃性,NOUN,dobj
，,PUNCT,punct
可溶,VERB,conj
於水,NOUN,dobj
，,PUNCT,punct
用於,VERB,conj
製造,VERB,ccomp
丙酮,NOUN,conj
及,CCONJ,cc
其衍,NOUN,nmod:prep
生物,NOUN,conj
、,PUNCT,punct
"
",SPACE,punct
甘油,NOUN,dobj
等,PART,etc
；,PUNCT,ROOT
常用,VERB,ROOT
於作為,VERB,ccomp
溶劑,NOUN,conj
、,PUNCT,punct
脫水劑,NOUN,conj
、,PUNCT,punct
洗劑,NOUN,dobj
等,PART,etc
。,PUNCT,ROOT
由於,ADP,case
具有,VERB,nmod:prep
易揮,NOUN,compound:nn
發性,NOUN,dobj
，,PUNCT,punct
"
",SPACE,punct
因此,ADV,advmod
其,PRON,nsubj
純化,VERB,advcl:loc
時,PART,case
可,VERB,aux:modal
利用,VERB,ROOT
與,ADP,case
其它,DET,det
溶劑,NOUN,compound:nn
沸點,NOUN,nmod:assmod
之,PART,case
不,PUNCT,nmod:prep
同,NOUN,ccomp
而,PART,aux:prtmod
分離,VERB,conj
。,PUNCT,punct
由於,ADP,case
D,PUNCT,nsubj
廠所,NOUN,nsubj
收集,VERB,acl
來自,ADP,case
國內,NOUN,compound:nn
電子,NOUN,conj
及,CCONJ,cc
相關,ADJ,amod
產業,NOUN,dep
之,PART,case
廢,NOUN,compound:nn
溶劑,NOUN,nmod:prep
，,PUNCT,punct
其,PRON,nsubj
均,ADV,advmod
含,VERB,ROOT
"
",SPACE,nsubj
有,VERB,conj
水分,NOUN,dobj
，,PUNCT,punct
於純,ADP,advcl:loc
化時,VERB,case
是,VERB,cop
以,ADP,case
共沸,ADJ,amod
蒸餾,NOUN,compound:nn
方式,NOUN,nmod:prep
將水,NOUN,conj
與異,CCONJ,cc
丙醇,NOUN,nmod:prep
予以,VERB,conj
分離,NOUN,dobj
，,PUNCT,punct
其中,NOUN,dep
"

",SPACE,punct
廢,ADJ,amod
有,ADJ,amod
機溶,NOUN,amod
劑,NOUN,nsubj
"
",SPACE,punct
重力,ADV,advmod
沈降,PUNCT,dep
"
",SPACE,nmod:prep
密閉,ADV,advmod
儲存,VERB,conj
"
",SPACE,punct
蒸餾,VERB,dep
/,PUNCT,punct
分餾,VERB,conj
"

",SPACE,compound:nn
污泥,NOUN,amod
"
",SPACE,punct
殘渣,NOUN,compound:nn
"

",SPACE,compound:nn
回收,NOUN,compound:nn
溶劑,NOUN,dobj
"


 ",SPACE,punct
-,PUNCT,punct
97,NUM,parataxis:prnmod
-,PUNCT,punct
"

",SPACE,punct
使用,VERB,acl
之,PART,mark
共,NOUN,compound:nn
沸劑,NOUN,nsubj
為非,VERB,cop
含苯,VERB,dep
之,PART,mark
飽,ADJ,amod
和,ADJ,amod
溶劑,NOUN,ROOT
，,PUNCT,punct
於,ADP,case
製程,NOUN,nmod:prep
中,PART,case
可,VERB,aux:modal
不斷,VERB,conj
循環,NOUN,dobj
使用,VERB,conj
。,PUNCT,punct
廠,NOUN,dep
"
",SPACE,advmod:loc
內設,VERB,dep
有,VERB,ROOT
二,NUM,nummod
座,NUM,mark:clf
蒸餾塔,NOUN,dobj
，,PUNCT,punct
一,NUM,dep
座,NUM,mark:clf
為共,NOUN,cop
沸塔,NOUN,conj
，,PUNCT,punct
塔底餾,NOUN,compound:nn
出物,NOUN,nsubj
即,ADV,advmod
為純化,VERB,nmod
後,PART,case
之,PART,case
異,PUNCT,compound:nn
丙,NOUN,conj
"
",SPACE,punct
醇,NOUN,compound:nn
產品,NOUN,conj
；,PUNCT,punct
第二,NUM,dep
座,NUM,mark:clf
為除,VERB,cop
水塔,NOUN,conj
，,PUNCT,punct
廢水,NOUN,nsubj
自,ADP,case
塔底,NOUN,nmod:prep
直接,ADV,advmod
排出,VERB,conj
。,PUNCT,punct
整個,DET,det
製程,NOUN,nsubj
採常,VERB,ROOT
壓,ADJ,amod
"
",SPACE,punct
連續,ADJ,amod
密閉式,ADJ,dep
操作,VERB,ccomp
，,PUNCT,punct
其中,NOUN,dep
離開,VERB,compound:nn
回,VERB,dep
流槽,NOUN,nmod:assmod
之,PART,case
尾,NOUN,nsubj
氣(Vent,NOUN,punct
Gases,PUNCT,punct
)則,PUNCT,punct
再,ADV,advmod
經過,ADP,case
尾氣,NOUN,compound:nn
"
",SPACE,compound:nn
冷凝器,NOUN,nmod:prep
(Vent,PUNCT,punct
.,NOUN,parataxis:prnmod
Condenser,PUNCT,dep
),PUNCT,punct
後排,VERB,punct
至,VERB,conj
大氣,NOUN,dobj
。,PUNCT,punct
由於,ADP,case
D,PUNCT,punct
廠,NOUN,nmod:assmod
之,PART,case
原,NOUN,nsubj
料,PUNCT,punct
可,VERB,aux:modal
為,VERB,cop
82~98,NUM,dep
"
",SPACE,compound:nn
wt%,NOUN,dep
之,PART,case
異,PUNCT,cop
丙醇,NOUN,compound:nn
廢液,NOUN,nmod:prep
，,PUNCT,punct
因此,ADV,advmod
一般,ADJ,amod
電子,NOUN,conj
及,CCONJ,cc
相關,ADJ,amod
產業,NOUN,nsubj
所,PART,aux:prtmod
產生,VERB,acl
之,PART,mark
廢,ADJ,amod
異丙,NOUN,compound:nn
醇水,NOUN,compound:nn
"
",SPACE,acl
溶液,NOUN,nsubj
均,ADV,advmod
可,VERB,aux:modal
直接,ADV,advmod
進入,VERB,ROOT
製程,NOUN,compound:nn
純化,NOUN,dobj
。,PUNCT,punct
其,PRON,compound:nn
資源化,NOUN,compound:nn
處理,NOUN,compound:nn
流程,NOUN,nsubj
如圖,ADP,case
6,NUM,nmod:prep
.,NUM,dep
2-2,NUM,dep
所示,VERB,ROOT
。,PUNCT,punct
回流,NOUN,amod
槽,NOUN,ROOT
"

",SPACE,compound:nn
除,VERB,advmod:rcomp
"
",SPACE,compound:nn
水,NOUN,compound:nn
"
",SPACE,acl
塔,NOUN,compound:nn
"

",SPACE,nmod:assmod
共,NOUN,dep
"
",SPACE,punct
沸,NOUN,compound:nn
"
",SPACE,amod:ordmod
塔,NOUN,ROOT
"

",SPACE,ROOT
廢異,NOUN,amod
丙醇,NOUN,nsubj
"
",SPACE,nsubj
入料,VERB,acl
"

",SPACE,compound:nn
產品,NOUN,dobj
"
",SPACE,punct
99%,NUM,dep
異丙,NOUN,compound:nn
醇,NOUN,dobj
"

",SPACE,punct
再,NOUN,compound:nn
沸器,NOUN,dobj
"

",SPACE,punct
蒸汽,NOUN,dobj
"

",SPACE,punct
冷凝器,NOUN,dobj
"

",SPACE,compound:nn
尾氣,NOUN,compound:nn
"

",SPACE,compound:nn
冷凝器,NOUN,dobj
"

",SPACE,compound:nn
再,NOUN,compound:nn
沸器,NOUN,dobj
"

",SPACE,punct
蒸汽,NOUN,compound:nn
"

",SPACE,punct
廢水,NOUN,dobj
