Relation,Count,Ratio
機器,1,0.02%
機混,1,0.02%
機物,1,0.02%
機複,1,0.02%
機進行,1,0.02%
機運,1,0.02%
機配,1,0.02%
檢,1,0.02%
次,1,0.02%
欲分,1,0.02%
構晶,1,0.02%
構出,1,0.02%
核可即,1,0.02%
業生,1,0.02%
核得,1,0.02%
格波,1,0.02%
案例,1,0.02%
案例,1,0.02%
梓,1,0.02%
條,1,0.02%
棄置,1,0.02%
棉,1,0.02%
棒切,1,0.02%
楊梅,1,0.02%
業來,1,0.02%
業持,1,0.02%
業稱,1,0.02%
構,1,0.02%
業言,1,0.02%
業進,1,0.02%
業面,1,0.02%
極,1,0.02%
極地,1,0.02%
極均,1,0.02%
極為,1,0.02%
極發,1,0.02%
極細,1,0.02%
極限,1,0.02%
極高,1,0.02%
概況,1,0.02%
晶格,1,0.02%
晶切,1,0.02%
擴廠,1,0.02%
新浪,1,0.02%
散出,1,0.02%
散外,1,0.02%
散於,1,0.02%
散速,1,0.02%
散進,1,0.02%
整氣,1,0.02%
整體,1,0.02%
數量,1,0.02%
斜,1,0.02%
新加坡,1,0.02%
新店市,1,0.02%
新廠,1,0.02%
新穎,1,0.02%
效益,1,0.02%
新竹,1,0.02%
新鮮,1,0.02%
斷線,1,0.02%
斷薄膜,1,0.02%
斷裂,1,0.02%
方可,1,0.02%
方向性,1,0.02%
方格,1,0.02%
方格內,1,0.02%
方案,1,0.02%
於作為,1,0.02%
於促,1,0.02%
敏感,1,0.02%
效減,1,0.02%
於分離,1,0.02%
收益率,1,0.02%
擴散須,1,0.02%
擾,1,0.02%
攜,1,0.02%
攝,1,0.02%
支,1,0.02%
支持台,1,0.02%
支撐,1,0.02%
收再,1,0.02%
收到,1,0.02%
收劑,1,0.02%
收溶,1,0.02%
收獲,1,0.02%
收縮,1,0.02%
效且,1,0.02%
收音機,1,0.02%
改質,1,0.02%
改進,1,0.02%
改良,1,0.02%
放大,1,0.02%
放於,1,0.02%
放量,1,0.02%
故必,1,0.02%
故應,1,0.02%
故改,1,0.02%
故稱,1,0.02%
效,1,0.02%
於元,1,0.02%
於半,1,0.02%
晶冠,1,0.02%
明,1,0.02%
於適,1,0.02%
於除,1,0.02%
於驅,1,0.02%
於數,1,0.02%
於類,1,0.02%
施工,1,0.02%
旋,1,0.02%
旋流,1,0.02%
既有,1,0.02%
日函,1,0.02%
旨在,1,0.02%
昇,1,0.02%
明年,1,0.02%
於連,1,0.02%
明採,1,0.02%
時宜,1,0.02%
時容,1,0.02%
時必,1,0.02%
時應,1,0.02%
時滴,1,0.02%
時程圖,1,0.02%
時能,1,0.02%
時製,1,0.02%
時點,1,0.02%
晉,1,0.02%
晶元,1,0.02%
於過,1,0.02%
於載,1,0.02%
於協,1,0.02%
於新,1,0.02%
於去,1,0.02%
於同,1,0.02%
於回,1,0.02%
於圖,1,0.02%
於多,1,0.02%
於寬,1,0.02%
於將,1,0.02%
於少,1,0.02%
於帶,1,0.02%
於廠內,1,0.02%
於從,1,0.02%
於拋,1,0.02%
於晶,1,0.02%
於較,1,0.02%
於有,1,0.02%
於比,1,0.02%
於氧化,1,0.02%
於無,1,0.02%
於石,1,0.02%
於能,1,0.02%
於薄,1,0.02%
於處,1,0.02%
於表,1,0.02%
於註明,1,0.02%
於該,1,0.02%
於購,1,0.02%
欲回,1,0.02%
欲實,1,0.02%
止,1,0.02%
滌回,1,0.02%
湧出,1,0.02%
源極,1,0.02%
源自,1,0.02%
準確,1,0.02%
溜過,1,0.02%
溢流,1,0.02%
溫昇,1,0.02%
溫正華,1,0.02%
溫至,1,0.02%
溫融化,1,0.02%
溶入,1,0.02%
溶纖,1,0.02%
滌液,1,0.02%
測量,1,0.02%
滌確,1,0.02%
滯留,1,0.02%
滲,1,0.02%
滲透,1,0.02%
滲漏油,1,0.02%
滴入,1,0.02%
滿載,1,0.02%
演算,1,0.02%
演變,1,0.02%
演進,1,0.02%
漲價,1,0.02%
漲更,1,0.02%
游矽,1,0.02%
測距,1,0.02%
漸趨,1,0.02%
添加酸,1,0.02%
淨化,1,0.02%
淨更,1,0.02%
淨度,1,0.02%
深,1,0.02%
深刻,1,0.02%
深度,1,0.02%
深遠,1,0.02%
混凝劑,1,0.02%
混合液,1,0.02%
混和,1,0.02%
混摻,1,0.02%
混會,1,0.02%
添加切,1,0.02%
測出,1,0.02%
清單,1,0.02%
清宇,1,0.02%
清晰,1,0.02%
清晰且,1,0.02%
清查,1,0.02%
清洗法,1,0.02%
清理,1,0.02%
清運,1,0.02%
減去,1,0.02%
減壓,1,0.02%
減緩,1,0.02%
渣,1,0.02%
漲率,1,0.02%
漿料,1,0.02%
正比,1,0.02%
為生,1,0.02%
為平,1,0.02%
為廣,1,0.02%
為影,1,0.02%
為成品,1,0.02%
為持,1,0.02%
為搶,1,0.02%
為校,1,0.02%
為步,1,0.02%
為減,1,0.02%
為熱,1,0.02%
為營,1,0.02%
為環,1,0.02%
為矽,1,0.02%
為實,1,0.02%
為硝,1,0.02%
為磷,1,0.02%
為積,1,0.02%
為純化,1,0.02%
為良率,1,0.02%
為評,1,0.02%
為該,1,0.02%
為負,1,0.02%
為鋁,1,0.02%
為鍍,1,0.02%
為開,1,0.02%
為非,1,0.02%
為市,1,0.02%
為大,1,0.02%
潔,1,0.02%
灌膠,1,0.02%
潔生,1,0.02%
潛,1,0.02%
潤滑,1,0.02%
潮濕,1,0.02%
澳,1,0.02%
激增,1,0.02%
激烈,1,0.02%
濃度,1,0.02%
濕,1,0.02%
濕乾化,1,0.02%
濕式,1,0.02%
濟,1,0.02%
灑冷,1,0.02%
為含,1,0.02%
灣信,1,0.02%
灣設,1,0.02%
炭素,1,0.02%
為Cl2,1,0.02%
為I,1,0.02%
為IC,1,0.02%
為PGA,1,0.02%
為人,1,0.02%
為先,1,0.02%
為兩,1,0.02%
為分,1,0.02%
為去,1,0.02%
淨且,1,0.02%
涵蓋,1,0.02%
涵括,1,0.02%
水沖洗,1,0.02%
氫),1,0.02%
氫氧化鉀,1,0.02%
氮氣,1,0.02%
氰廢液,1,0.02%
水),1,0.02%
水平,1,0.02%
水成,1,0.02%
水擬,1,0.02%
水果香,1,0.02%
水標準,1,0.02%
水水質,1,0.02%
水污,1,0.02%
水溶,1,0.02%
氧到,1,0.02%
水為主,1,0.02%
水緩,1,0.02%
水蒸氣,1,0.02%
水處理,1,0.02%
水質,1,0.02%
水躍式,1,0.02%
水進行,1,0.02%
水電,1,0.02%
水量並,1,0.02%
水泥窯,1,0.02%
永續,1,0.02%
求,1,0.02%
氧化層,1,0.02%
氧作用,1,0.02%
涵,1,0.02%
比重,1,0.02%
正貴,1,0.02%
正面,1,0.02%
步進,1,0.02%
歷經,1,0.02%
歸功,1,0.02%
歸屬,1,0.02%
殘,1,0.02%
殘渣,1,0.02%
殘留,1,0.02%
每次,1,0.02%
每道,1,0.02%
比定,1,0.02%
毛利率,1,0.02%
氦氣,1,0.02%
民眾,1,0.02%
氟,1,0.02%
氟化,1,0.02%
氣壓,1,0.02%
氣大,1,0.02%
氣度,1,0.02%
氣濕式,1,0.02%
氣相,1,0.02%
氣達,1,0.02%
氣體係,1,0.02%
氣流,1,0.02%
氣流來,1,0.02%
求免,1,0.02%
污染質,1,0.02%
汰換,1,0.02%
流出,1,0.02%
注於,1,0.02%
注重,1,0.02%
泵,1,0.02%
泵(,1,0.02%
泵定,1,0.02%
洗淨,1,0.02%
洗滌塔,1,0.02%
洩漏,1,0.02%
活潑,1,0.02%
活耀,1,0.02%
洽詢,1,0.02%
流入,1,0.02%
流程,1,0.02%
汲,1,0.02%
浮,1,0.02%
浮渣,1,0.02%
浸入,1,0.02%
浸錫,1,0.02%
消,1,0.02%
消失,1,0.02%
消費性,1,0.02%
液中,1,0.02%
液界,1,0.02%
液轉,1,0.02%
液轉化,1,0.02%
液迴,1,0.02%
注入,1,0.02%
泡附,1,0.02%
泛稱,1,0.02%
法降,1,0.02%
汲取,1,0.02%
決於,1,0.02%
決策人,1,0.02%
沈積,1,0.02%
沈積氧,1,0.02%
沉,1,0.02%
沸物,1,0.02%
沸騰,1,0.02%
油並,1,0.02%
油滴,1,0.02%
油調,1,0.02%
沾印,1,0.02%
沿用,1,0.02%
況,1,0.02%
況加,1,0.02%
況略,1,0.02%
泊優,1,0.02%
法介,1,0.02%
法來,1,0.02%
法回,1,0.02%
法將,1,0.02%
法生,1,0.02%
法規,1,0.02%
法達,1,0.02%
法部,1,0.02%
擴建,1,0.02%
擴增,1,0.02%
坏,1,0.02%
少須,1,0.02%
對設,1,0.02%
對重力,1,0.02%
導出,1,0.02%
導到,1,0.02%
導航,1,0.02%
小下,1,0.02%
小並,1,0.02%
小則,1,0.02%
小心,1,0.02%
小時,1,0.02%
小球,1,0.02%
少排,1,0.02%
少金,1,0.02%
對易碎,1,0.02%
尚未,1,0.02%
尤其是,1,0.02%
尾款,1,0.02%
局,1,0.02%
局部,1,0.02%
展會,1,0.02%
展現,1,0.02%
展而,1,0.02%
屢,1,0.02%
層上,1,0.02%
層黏,1,0.02%
屬必,1,0.02%
對照,1,0.02%
對手,1,0.02%
屬錯,1,0.02%
將置,1,0.02%
封測,1,0.02%
封裝型,1,0.02%
封閉,1,0.02%
射光,1,0.02%
將具,1,0.02%
將前,1,0.02%
將去,1,0.02%
將參,1,0.02%
將導,1,0.02%
將成,1,0.02%
將摻,1,0.02%
將混,1,0.02%
將致,1,0.02%
對意,1,0.02%
將裝,1,0.02%
將趨,1,0.02%
將電路,1,0.02%
將預備,1,0.02%
專業,1,0.02%
專注,1,0.02%
專用,1,0.02%
專門,1,0.02%
專利,1,0.02%
尊為,1,0.02%
尋找,1,0.02%
尋求,1,0.02%
屬擴,1,0.02%
屬離,1,0.02%
寬,1,0.02%
廠時,1,0.02%
年,1,0.02%
幾家,1,0.02%
幾年,1,0.02%
幾百,1,0.02%
序來,1,0.02%
底定,1,0.02%
底部,1,0.02%
度,1,0.02%
座,1,0.02%
庫中,1,0.02%
庫存,1,0.02%
廠別,1,0.02%
廠生,1,0.02%
平等,1,0.02%
廠進,1,0.02%
廠開,1,0.02%
廢晶,1,0.02%
廢混酸,1,0.02%
廢磷酸,1,0.02%
廢紙,1,0.02%
廢集,1,0.02%
廣,1,0.02%
廣人,1,0.02%
延到,1,0.02%
建全,1,0.02%
引入,1,0.02%
平行,1,0.02%
平穩,1,0.02%
崛起,1,0.02%
布局,1,0.02%
崩裂,1,0.02%
崩裂,1,0.02%
嵌入,1,0.02%
工,1,0.02%
工件,1,0.02%
工具,1,0.02%
工研院,1,0.02%
工細,1,0.02%
差排,1,0.02%
差異化,1,0.02%
市,1,0.02%
布光,1,0.02%
師根,1,0.02%
平滑如鏡,1,0.02%
帶有,1,0.02%
帶給,1,0.02%
帶負,1,0.02%
帶走,1,0.02%
帶送,1,0.02%
帶領,1,0.02%
帶離,1,0.02%
常須,1,0.02%
干,1,0.02%
平分秋色,1,0.02%
平整,1,0.02%
平板,1,0.02%
封口,1,0.02%
審,1,0.02%
擠入,1,0.02%
外,1,0.02%
增到,1,0.02%
增加生,1,0.02%
增添,1,0.02%
增至,1,0.02%
壓力,1,0.02%
壓擠,1,0.02%
壓時,1,0.02%
壓添,1,0.02%
壓相,1,0.02%
壓縮,1,0.02%
壞,1,0.02%
壯大,1,0.02%
外包,1,0.02%
墊摩擦,1,0.02%
外形,1,0.02%
外界,1,0.02%
外管,1,0.02%
外力,1,0.02%
外逸,1,0.02%
多元化,1,0.02%
夠實,1,0.02%
夠溶,1,0.02%
夠穩健,1,0.02%
夠達,1,0.02%
夠領,1,0.02%
大且,1,0.02%
墜落,1,0.02%
墊上,1,0.02%
大型,1,0.02%
報價,1,0.02%
坦度,1,0.02%
型,1,0.02%
型還,1,0.02%
域內,1,0.02%
基,1,0.02%
基底,1,0.02%
基成鍵,1,0.02%
基甲,1,0.02%
基隆,1,0.02%
堅持,1,0.02%
堝壁,1,0.02%
堪,1,0.02%
報道,1,0.02%
墊,1,0.02%
場佔,1,0.02%
場帶來,1,0.02%
場持續,1,0.02%
場搶,1,0.02%
場效,1,0.02%
堵塞,1,0.02%
塊材,1,0.02%
塔,1,0.02%
塔作,1,0.02%
塔底,1,0.02%
塔板,1,0.02%
塗上,1,0.02%
大勢所趨,1,0.02%
大增,1,0.02%
實驗室,1,0.02%
完後,1,0.02%
存放,1,0.02%
存有,1,0.02%
學,1,0.02%
學到,1,0.02%
學反,1,0.02%
學氣,1,0.02%
學蝕,1,0.02%
學試劑,1,0.02%
安全性,1,0.02%
安排,1,0.02%
安置,1,0.02%
安裝,1,0.02%
完會,1,0.02%
字為,1,0.02%
完畢,1,0.02%
完美,1,0.02%
定構,1,0.02%
定義為,1,0.02%
定量,1,0.02%
容器,1,0.02%
容成,1,0.02%
密且,1,0.02%
密度,1,0.02%
密閉型,1,0.02%
寡占,1,0.02%
寡會,1,0.02%
存儲器,1,0.02%
子源,1,0.02%
大安,1,0.02%
天下,1,0.02%
大市,1,0.02%
大廠,1,0.02%
大情,1,0.02%
大批量,1,0.02%
大時,1,0.02%
大氣,1,0.02%
大減,1,0.02%
大者,1,0.02%
大舉,1,0.02%
大資,1,0.02%
大門,1,0.02%
大類,1,0.02%
太陽,1,0.02%
子上,1,0.02%
夯,1,0.02%
失電流,1,0.02%
奧斯汀,1,0.02%
如圖8,1,0.02%
如火如荼,1,0.02%
始,1,0.02%
始展開,1,0.02%
始生,1,0.02%
姓氏,1,0.02%
委,1,0.02%
委由,1,0.02%
委託者,1,0.02%
引出,1,0.02%
引接,1,0.02%
引減,1,0.02%
拉大,1,0.02%
投影,1,0.02%
投產,1,0.02%
抗壓,1,0.02%
折射,1,0.02%
折舊,1,0.02%
折舊攤提,1,0.02%
披露,1,0.02%
抽,1,0.02%
抽真,1,0.02%
抽離,1,0.02%
拉下,1,0.02%
拉升,1,0.02%
拋光時,1,0.02%
抓,1,0.02%
拋光輪,1,0.02%
拓展,1,0.02%
拘泥,1,0.02%
括,1,0.02%
持有,1,0.02%
指出,1,0.02%
指工,1,0.02%
指示器,1,0.02%
捲筒,1,0.02%
掃描,1,0.02%
掉出,1,0.02%
掉機台,1,0.02%
抓住,1,0.02%
把握,1,0.02%
排成,1,0.02%
房子,1,0.02%
成積,1,0.02%
成章,1,0.02%
成粉,1,0.02%
成結,1,0.02%
成負,1,0.02%
成長矽,1,0.02%
成鹼性,1,0.02%
成若,1,0.02%
成了,1,0.02%
戰點,1,0.02%
戶變,1,0.02%
戶轉換,1,0.02%
所欲,1,0.02%
承擔,1,0.02%
所述,1,0.02%
打入,1,0.02%
打在,1,0.02%
打擊,1,0.02%
打破,1,0.02%
扣除,1,0.02%
扮演,1,0.02%
批,1,0.02%
批待,1,0.02%
找,1,0.02%
承受,1,0.02%
承接,1,0.02%
掉產,1,0.02%
排放水,1,0.02%
引領,1,0.02%
搬運,1,0.02%
提取,1,0.02%
提煉,1,0.02%
提拉,1,0.02%
提勞,1,0.02%
插入型,1,0.02%
換到,1,0.02%
換成,1,0.02%
換算,1,0.02%
換酸,1,0.02%
握該,1,0.02%
損失,1,0.02%
損耗量,1,0.02%
搭配,1,0.02%
描述,1,0.02%
搶奪市,1,0.02%
摘自,1,0.02%
摩,1,0.02%
摩爾,1,0.02%
摻,1,0.02%
撐住,1,0.02%
撰寫,1,0.02%
擁戴,1,0.02%
操作時,1,0.02%
操成,1,0.02%
據,1,0.02%
據瞭,1,0.02%
提供者,1,0.02%
措施,1,0.02%
排斥,1,0.02%
接下來,1,0.02%
排水,1,0.02%
排空,1,0.02%
排除,1,0.02%
排泥,1,0.02%
採槽,1,0.02%
採不,1,0.02%
採行,1,0.02%
探,1,0.02%
探尋,1,0.02%
探究,1,0.02%
接上,1,0.02%
接下,1,0.02%
接信,1,0.02%
推行,1,0.02%
接收,1,0.02%
接替,1,0.02%
接腳,1,0.02%
接至,1,0.02%
接軌,1,0.02%
接過來,1,0.02%
接間,1,0.02%
接點為,1,0.02%
推升,1,0.02%
推將,1,0.02%
推斷,1,0.02%
推薦,1,0.02%
成種,1,0.02%
成矽,1,0.02%
成矩,1,0.02%
從液,1,0.02%
後段,1,0.02%
後生,1,0.02%
後產,1,0.02%
後負,1,0.02%
後需,1,0.02%
徑成,1,0.02%
徑縮,1,0.02%
從圖,1,0.02%
從塔頂,1,0.02%
從底部,1,0.02%
從廠商,1,0.02%
從持,1,0.02%
從結,1,0.02%
後成,1,0.02%
復甦,1,0.02%
微妙,1,0.02%
微小,1,0.02%
微弱,1,0.02%
微粒,1,0.02%
微細化,1,0.02%
微縮,1,0.02%
微過,1,0.02%
徹底,1,0.02%
必經,1,0.02%
必行,1,0.02%
必要性,1,0.02%
後會,1,0.02%
後實,1,0.02%
成為切,1,0.02%
彌補,1,0.02%
弧沈,1,0.02%
弱,1,0.02%
張,1,0.02%
張奇,1,0.02%
張順,1,0.02%
強勁,1,0.02%
強勢,1,0.02%
強化,1,0.02%
強固,1,0.02%
強大,1,0.02%
強調,1,0.02%
強鹼,1,0.02%
彙,1,0.02%
後始,1,0.02%
彙整,1,0.02%
彙編,1,0.02%
彙集,1,0.02%
形一樣,1,0.02%
形容,1,0.02%
形態,1,0.02%
形轉,1,0.02%
形體,1,0.02%
形狀,1,0.02%
待測,1,0.02%
待測品,1,0.02%
後來,1,0.02%
必不,1,0.02%
忽略,1,0.02%
思義,1,0.02%
懸浮性,1,0.02%
應析,1,0.02%
應比,1,0.02%
應氣,1,0.02%
應求,1,0.02%
應特,1,0.02%
應現,1,0.02%
應生,1,0.02%
應當,1,0.02%
應細,1,0.02%
應視,1,0.02%
應開,1,0.02%
懸浮,1,0.02%
戊醇,1,0.02%
急冷室,1,0.02%
成份,1,0.02%
成出,1,0.02%
成分之組成,1,0.02%
成半,1,0.02%
成厚,1,0.02%
成啟,1,0.02%
成型,1,0.02%
成壹,1,0.02%
成工,1,0.02%
成時,1,0.02%
成清,1,0.02%
成溶,1,0.02%
應商,1,0.02%
應力,1,0.02%
應先,1,0.02%
應保,1,0.02%
恢復,1,0.02%
息息相,1,0.02%
情影,1,0.02%
情於,1,0.02%
惜,1,0.02%
惟應,1,0.02%
惡化,1,0.02%
想像,1,0.02%
愈久,1,0.02%
愈佳,1,0.02%
愈慢,1,0.02%
愈薄,1,0.02%
意見,1,0.02%
感,1,0.02%
態下,1,0.02%
態廢,1,0.02%
態效,1,0.02%
態植,1,0.02%
態記,1,0.02%
慮持,1,0.02%
憑藉,1,0.02%
憶體,1,0.02%
憶體性,1,0.02%
應予,1,0.02%
應付,1,0.02%
８,1,0.02%
